t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 jE1600 jE0900 jE1800 jE1000 jE1100 jE1300 jE2000 jE1500 jF0007 jF0008 jO2201 jO2302 jV1716 jV1918 jV0600 jV1200 jV1400 jV2120 
14.94 -1.76942e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.384344 -5 0.715656 0 -1.09775e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.76942e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
14.96 2.85362e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.43809 -5 0.66191 0 -5.84792e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.85362e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
14.98 -5.9848e-17 5 0 0 10 10 1.50993e-30 0 0 0 10 0.4936 -5 0.6064 0 6.39002e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.9848e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15 4.0289e-16 5 0 0 10 10 4.99201e-31 0 0 0 10 0.55 -5 0.55 0 1.63986e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.0289e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.02 -7.50268e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.6064 -5 0.4936 0 -1.07743e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.50268e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.04 -3.68195e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.66191 -5 0.43809 0 -4.75016e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.68195e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.06 1.74773e-16 5 0 0 10 10 3.02602e-30 0 0 0 10 0.715656 -5 0.384344 0 -6.39002e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.74773e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.08 -9.7795e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.766789 -5 0.333211 0 -4.92634e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.7795e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.1 2.92301e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.814503 -5 0.285497 0 1.09098e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.92301e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.12 -5.29091e-17 5 0 0 10 10 5.54668e-30 0 0 0 10 0.858046 -5 0.241954 0 -5.48877e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.29091e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.14 4.09828e-16 5 0 0 10 10 4.53595e-30 0 0 0 10 0.896731 -5 0.203269 0 -5.29904e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.09828e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.16 -7.43329e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.929948 -5 0.170052 0 -1.77132e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.43329e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.18 -3.61256e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.957172 -5 0.142828 0 2.18873e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.61256e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.2 1.81712e-16 5 0 0 10 10 7.06277e-30 0 0 0 10 0.977975 -5 0.122025 0 5.48877e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.81712e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.22 -9.71011e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.992029 -5 0.107971 0 -1.18652e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.71011e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.24 2.9924e-16 5 0 0 10 10 1.50993e-30 0 0 0 10 0.999112 -5 0.100888 0 -5.84792e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.9924e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.26 -8.53918e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.999112 -5 0.100888 0 -4.38424e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.53918e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.28 -4.71411e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.992029 -5 0.107971 0 1.63986e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.71411e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.3 7.15573e-17 5 0 0 10 10 4.03059e-30 0 0 0 10 0.977975 -5 0.122025 0 0 1 -0.0666667 0.933333 -0.0666667 0.933333 10 7.15573e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.32 -3.54317e-16 5 0 0 10 10 3.02602e-30 0 0 0 10 0.957172 -5 0.142828 0 -4.75016e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.54317e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.34 -6.18863e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.929948 -5 0.170052 0 -1.71643e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.18863e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.36 -1.56559e-16 5 0 0 10 10 -6.06437e-30 0 0 0 10 0.896731 -5 0.203269 0 5.84114e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.56559e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.38 3.06179e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.858046 -5 0.241954 0 1.09098e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.06179e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.4 -3.90313e-17 5 0 0 10 10 1.00457e-30 0 0 0 10 0.814503 -5 0.285497 0 -5.48877e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.90313e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.42 -4.64472e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.766789 -5 0.333211 0 -5.29904e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.64472e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.44 7.84962e-17 5 0 0 10 10 8.0735e-30 0 0 0 10 0.715656 -5 0.384344 0 -6.93889e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 7.84962e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.46 -3.47378e-16 5 0 0 10 10 7.06277e-30 0 0 0 10 0.66191 -5 0.43809 0 2.18873e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.47378e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.48 -6.11924e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.6064 -5 0.4936 0 -1.02254e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.11924e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.5 -1.4962e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.55 -5 0.55 0 -1.09775e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.4962e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.52 3.13118e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.4936 -5 0.6064 0 -5.84792e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.13118e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.54 -3.20924e-17 5 0 0 10 10 5.04131e-30 0 0 0 10 0.43809 -5 0.66191 0 6.39002e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.20924e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.56 -4.57533e-16 5 0 0 10 10 4.03059e-30 0 0 0 10 0.384344 -5 0.715656 0 1.63986e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.57533e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.58 -7.22512e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.333211 -5 0.766789 0 -1.07743e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.22512e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.6 -3.40439e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.285497 -5 0.814503 0 -4.75016e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.40439e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.62 2.02529e-16 5 0 0 10 10 6.55741e-30 0 0 0 10 0.241954 -5 0.858046 0 -6.39679e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.02529e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.64 -9.50195e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.203269 -5 0.896731 0 -4.92634e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.50195e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.66 3.20056e-16 5 0 0 10 10 1.00457e-30 0 0 0 10 0.170052 -5 0.929948 0 1.09098e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.20056e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.68 -8.33101e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.142828 -5 0.957172 0 -1.13231e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.33101e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.7 -4.50594e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.122025 -5 0.977975 0 -5.29904e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.50594e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.72 9.2374e-17 5 0 0 10 10 3.52522e-30 0 0 0 10 0.107971 -5 0.992029 0 -6.93889e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 9.2374e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.74 -3.33501e-16 5 0 0 10 10 2.52066e-30 0 0 0 10 0.100888 -5 0.999112 0 2.18873e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.33501e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.76 -5.98046e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.100888 -5 0.999112 0 -1.02254e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.98046e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.78 -1.35742e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.107971 -5 0.992029 0 -1.09775e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.35742e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.8 3.26995e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.122025 -5 0.977975 0 -5.84792e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.26995e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.82 -1.82146e-17 5 0 0 10 10 4.99201e-31 0 0 0 10 0.142828 -5 0.957172 0 6.39002e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.82146e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.84 -4.44089e-16 5 0 0 10 10 -5.11527e-31 0 0 0 10 0.170052 -5 0.929948 0 1.63986e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.44089e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.86 9.88792e-17 5 0 0 10 10 7.56813e-30 0 0 0 10 0.203269 -5 0.896731 0 -6.77626e-21 1 -0.0666667 0.933333 -0.0666667 0.933333 10 9.88792e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.88 -3.26562e-16 5 0 0 10 10 6.55741e-30 0 0 0 10 0.241954 -5 0.858046 0 -4.75016e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.26562e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.9 -5.91541e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.285497 -5 0.814503 0 -1.71643e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.91541e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
15.92 -1.28803e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.333211 -5 0.766789 0 5.84114e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.28803e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.94 3.33934e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.384344 -5 0.715656 0 1.09098e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.33934e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.96 -1.12757e-17 5 0 0 10 10 4.53595e-30 0 0 0 10 0.43809 -5 0.66191 0 -5.48877e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.12757e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
15.98 -4.3715e-16 5 0 0 10 10 3.52522e-30 0 0 0 10 0.4936 -5 0.6064 0 -5.29904e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.3715e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16 -7.01696e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.55 -5 0.55 0 -1.77132e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.01696e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.02 -3.19623e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.6064 -5 0.4936 0 2.18873e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.19623e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.04 2.23346e-16 5 0 0 10 10 6.05204e-30 0 0 0 10 0.66191 -5 0.43809 0 5.42101e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.23346e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.06 -9.29812e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.715656 -5 0.384344 0 -1.1872e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.29812e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.08 3.40873e-16 5 0 0 10 10 4.99201e-31 0 0 0 10 0.766789 -5 0.333211 0 -5.84792e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.40873e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.1 -8.12284e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.814503 -5 0.285497 0 -4.38424e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.12284e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.12 -4.30211e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.858046 -5 0.241954 0 1.63986e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.30211e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.14 1.12757e-16 5 0 0 10 10 3.02602e-30 0 0 0 10 0.896731 -5 0.203269 0 -6.77626e-21 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.12757e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.16 -3.12684e-16 5 0 0 10 10 2.01529e-30 0 0 0 10 0.929948 -5 0.170052 0 -4.75016e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.12684e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.18 -5.77663e-16 5 0 0 10 10 -6.06437e-30 0 0 0 10 0.957172 -5 0.142828 0 -1.71643e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.77663e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.2 -1.14925e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.977975 -5 0.122025 0 5.84114e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.14925e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.22 1.15533e-15 5 0 0 10 10 8.0735e-30 0 0 0 10 0.992029 -5 0.107971 0 1.18585e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.15533e-15 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
16.24 -8.05345e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.999112 -5 0.100888 0 -1.13231e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.05345e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.26 -4.23273e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.999112 -5 0.100888 0 -5.29904e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.23273e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.28 1.19696e-16 5 0 0 10 10 7.06277e-30 0 0 0 10 0.992029 -5 0.107971 0 -6.94567e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.19696e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.3 -3.05745e-16 5 0 0 10 10 6.05204e-30 0 0 0 10 0.977975 -5 0.122025 0 2.18196e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.05745e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.32 -5.70724e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.957172 -5 0.142828 0 -1.02254e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.70724e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.34 -1.07987e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.929948 -5 0.170052 0 -1.09775e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.07987e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.36 3.54751e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.896731 -5 0.203269 0 -5.84792e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.54751e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.38 9.54098e-18 5 0 0 10 10 4.03059e-30 0 0 0 10 0.858046 -5 0.241954 0 6.39002e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 9.54098e-18 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.4 -4.16334e-16 5 0 0 10 10 3.02602e-30 0 0 0 10 0.814503 -5 0.285497 0 1.63986e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.16334e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.42 -6.80879e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.766789 -5 0.333211 0 -1.07743e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.80879e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.44 -2.98806e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.715656 -5 0.384344 0 -4.75694e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -2.98806e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.46 2.44162e-16 5 0 0 10 10 5.54668e-30 0 0 0 10 0.66191 -5 0.43809 0 -6.39679e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.44162e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.48 -9.08995e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.6064 -5 0.4936 0 -4.93312e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.08995e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.5 3.6169e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.55 -5 0.55 0 1.09098e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.6169e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.52 1.64799e-17 5 0 0 10 10 8.0735e-30 0 0 0 10 0.4936 -5 0.6064 0 -5.55654e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.64799e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.54 -4.09395e-16 5 0 0 10 10 7.06277e-30 0 0 0 10 0.43809 -5 0.66191 0 -5.29904e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.09395e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.56 -6.7394e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.384344 -5 0.715656 0 -1.77132e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.7394e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.58 -2.91867e-16 5 0 0 10 10 1.50993e-30 0 0 0 10 0.333211 -5 0.766789 0 2.18196e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -2.91867e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.6 -5.56846e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.285497 -5 0.814503 0 -1.02254e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.56846e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.62 -9.41087e-17 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.241954 -5 0.858046 0 -1.09775e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.41087e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.64 1.17614e-15 5 0 0 10 10 7.56813e-30 0 0 0 10 0.203269 -5 0.896731 0 4.91957e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.17614e-15 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
16.66 -7.84529e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.170052 -5 0.929948 0 -4.38424e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.84529e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
16.68 -4.02456e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.142828 -5 0.957172 0 1.63986e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.02456e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.7 1.40513e-16 5 0 0 10 10 6.55741e-30 0 0 0 10 0.122025 -5 0.977975 0 -6.77626e-21 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.40513e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
16.72 -2.84928e-16 5 0 0 10 10 5.54668e-30 0 0 0 10 0.107971 -5 0.992029 0 -4.75694e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -2.84928e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
