t 1 2 jL0102 3 4 5 6 7 8 9 10 jE1000 11 jE1100 12 jE1200 13 jH1300 jyH1300 14 jH1400 jyH1400 jV0300 jV0800 jV0510 jV0711 jV0912 
0.0234 27.8888 36.715 -0.278888 -29.532 0 -1.9532 0 -1.9532 3.35343 -2.33615 -2.9532 0 -2.9532 0 -3.33615 0 1.58385 0 1.58385 1.98906 0 1.98906 -3.5729 -0.279002 0 0 0 
0.0236 27.9241 36.7376 -0.279241 -29.528 0 -1.9528 0 -1.9528 3.37666 -2.33609 -2.9528 0 -2.9528 0 -3.33609 0 1.58454 0 1.58454 1.98907 0 1.98907 -3.57361 -0.279354 0 0 0 
0.0238 27.9593 36.7601 -0.279593 -29.524 0 -1.9524 0 -1.9524 3.39977 -2.33603 -2.9524 0 -2.9524 0 -3.33603 0 1.58523 0 1.58523 1.98909 0 1.98909 -3.57432 -0.279705 0 0 0 
0.024 27.9944 36.7824 -0.279944 -29.52 0 -1.952 0 -1.952 3.42274 -2.33597 -2.952 0 -2.952 0 -3.33597 0 1.58593 0 1.58593 1.9891 0 1.9891 -3.57503 -0.280056 0 0 0 
0.0242 28.0295 36.8046 -0.280295 -29.516 0 -1.9516 0 -1.9516 3.44557 -2.33591 -2.9516 0 -2.9516 0 -3.33591 0 1.58662 0 1.58662 1.98912 0 1.98912 -3.57573 -0.280406 0 0 0 
0.0244 28.0646 36.8267 -0.280646 -29.512 0 -1.9512 0 -1.9512 3.46827 -2.33585 -2.9512 0 -2.9512 0 -3.33585 0 1.58731 0 1.58731 1.98913 0 1.98913 -3.57644 -0.280756 0 0 0 
0.0246 28.0996 36.8487 -0.280996 -29.508 0 -1.9508 0 -1.9508 3.49083 -2.33579 -2.9508 0 -2.9508 0 -3.33579 0 1.588 0 1.588 1.98915 0 1.98915 -3.57714 -0.281105 0 0 0 
0.0248 28.1345 36.8705 -0.281345 -29.504 0 -1.9504 0 -1.9504 3.51325 -2.33572 -2.9504 0 -2.9504 0 -3.33572 0 1.58868 0 1.58868 1.98916 0 1.98916 -3.57785 -0.281454 0 0 0 
0.025 28.1694 36.8922 -0.281694 -29.5 0 -1.95 0 -1.95 3.53553 -2.33566 -2.95 0 -2.95 0 -3.33566 0 1.58937 0 1.58937 1.98918 0 1.98918 -3.57855 -0.281802 0 0 0 
0.0252 28.2042 36.9137 -0.282042 -29.496 0 -1.9496 0 -1.9496 3.55768 -2.3356 -2.9496 0 -2.9496 0 -3.3356 0 1.59006 0 1.59006 1.98919 0 1.98919 -3.57925 -0.28215 0 0 0 
0.0254 28.239 36.9351 -0.28239 -29.492 0 -1.9492 0 -1.9492 3.57968 -2.33554 -2.9492 0 -2.9492 0 -3.33554 0 1.59074 0 1.59074 1.98921 0 1.98921 -3.57995 -0.282497 0 0 0 
0.0256 28.2738 36.9563 -0.282738 -29.488 0 -1.9488 0 -1.9488 3.60155 -2.33548 -2.9488 0 -2.9488 0 -3.33548 0 1.59143 0 1.59143 1.98922 0 1.98922 -3.58065 -0.282844 0 0 0 
0.0258 28.3084 36.9775 -0.283084 -29.484 0 -1.9484 0 -1.9484 3.62327 -2.33542 -2.9484 0 -2.9484 0 -3.33542 0 1.59211 0 1.59211 1.98924 0 1.98924 -3.58135 -0.28319 0 0 0 
0.026 28.3431 36.9984 -0.283431 -29.48 0 -1.948 0 -1.948 3.64484 -2.33536 -2.948 0 -2.948 0 -3.33536 0 1.59279 0 1.59279 1.98926 0 1.98926 -3.58205 -0.283535 0 0 0 
0.0262 28.3776 37.0193 -0.283776 -29.476 0 -1.9476 0 -1.9476 3.66628 -2.3353 -2.9476 0 -2.9476 0 -3.3353 0 1.59347 0 1.59347 1.98927 0 1.98927 -3.58274 -0.28388 0 0 0 
0.0264 28.4121 37.0399 -0.284121 -29.472 0 -1.9472 0 -1.9472 3.68757 -2.33524 -2.9472 0 -2.9472 0 -3.33524 0 1.59415 0 1.59415 1.98929 0 1.98929 -3.58344 -0.284225 0 0 0 
0.0266 28.4466 37.0605 -0.284466 -29.468 0 -1.9468 0 -1.9468 3.70871 -2.33518 -2.9468 0 -2.9468 0 -3.33518 0 1.59483 0 1.59483 1.9893 0 1.9893 -3.58414 -0.284569 0 0 0 
0.0268 28.481 37.0809 -0.28481 -29.464 0 -1.9464 0 -1.9464 3.72971 -2.33512 -2.9464 0 -2.9464 0 -3.33512 0 1.59551 0 1.59551 1.98932 0 1.98932 -3.58483 -0.284912 0 0 0 
0.027 28.5153 37.1011 -0.285153 -29.46 0 -1.946 0 -1.946 3.75056 -2.33506 -2.946 0 -2.946 0 -3.33506 0 1.59619 0 1.59619 1.98933 0 1.98933 -3.58552 -0.285255 0 0 0 
0.0272 28.5496 37.1212 -0.285496 -29.456 0 -1.9456 0 -1.9456 3.77126 -2.335 -2.9456 0 -2.9456 0 -3.335 0 1.59687 0 1.59687 1.98935 0 1.98935 -3.58621 -0.285597 0 0 0 
0.0274 28.5838 37.1412 -0.285838 -29.452 0 -1.9452 0 -1.9452 3.79181 -2.33494 -2.9452 0 -2.9452 0 -3.33494 0 1.59754 0 1.59754 1.98936 0 1.98936 -3.5869 -0.285938 0 0 0 
0.0276 28.618 37.161 -0.28618 -29.448 0 -1.9448 0 -1.9448 3.81221 -2.33488 -2.9448 0 -2.9448 0 -3.33488 0 1.59822 0 1.59822 1.98938 0 1.98938 -3.58759 -0.286279 0 0 0 
0.0278 28.6521 37.1806 -0.286521 -29.444 0 -1.9444 0 -1.9444 3.83247 -2.33482 -2.9444 0 -2.9444 0 -3.33482 0 1.59889 0 1.59889 1.98939 0 1.98939 -3.58828 -0.28662 0 0 0 
0.028 28.6862 37.2001 -0.286862 -29.44 0 -1.944 0 -1.944 3.85257 -2.33476 -2.944 0 -2.944 0 -3.33476 0 1.59956 0 1.59956 1.98941 0 1.98941 -3.58897 -0.286959 0 0 0 
0.0282 28.7202 37.2195 -0.287202 -29.436 0 -1.9436 0 -1.9436 3.87252 -2.3347 -2.9436 0 -2.9436 0 -3.3347 0 1.60024 0 1.60024 1.98942 0 1.98942 -3.58966 -0.287299 0 0 0 
0.0284 28.7541 37.2387 -0.287541 -29.432 0 -1.9432 0 -1.9432 3.89231 -2.33464 -2.9432 0 -2.9432 0 -3.33464 0 1.60091 0 1.60091 1.98944 0 1.98944 -3.59034 -0.287637 0 0 0 
0.0286 28.788 37.2577 -0.28788 -29.428 0 -1.9428 0 -1.9428 3.91195 -2.33458 -2.9428 0 -2.9428 0 -3.33458 0 1.60158 0 1.60158 1.98945 0 1.98945 -3.59103 -0.287975 0 0 0 
0.0288 28.8218 37.2766 -0.288218 -29.424 0 -1.9424 0 -1.9424 3.93144 -2.33452 -2.9424 0 -2.9424 0 -3.33452 0 1.60225 0 1.60225 1.98947 0 1.98947 -3.59171 -0.288313 0 0 0 
0.029 28.8556 37.2954 -0.288556 -29.42 0 -1.942 0 -1.942 3.95078 -2.33446 -2.942 0 -2.942 0 -3.33446 0 1.60291 0 1.60291 1.98948 0 1.98948 -3.5924 -0.28865 0 0 0 
0.0292 28.8893 37.314 -0.288893 -29.416 0 -1.9416 0 -1.9416 3.96995 -2.3344 -2.9416 0 -2.9416 0 -3.3344 0 1.60358 0 1.60358 1.9895 0 1.9895 -3.59308 -0.288986 0 0 0 
0.0294 28.9229 37.3324 -0.289229 -29.412 0 -1.9412 0 -1.9412 3.98897 -2.33434 -2.9412 0 -2.9412 0 -3.33434 0 1.60425 0 1.60425 1.98951 0 1.98951 -3.59376 -0.289321 0 0 0 
0.0296 28.9565 37.3507 -0.289565 -29.408 0 -1.9408 0 -1.9408 4.00783 -2.33428 -2.9408 0 -2.9408 0 -3.33428 0 1.60491 0 1.60491 1.98953 0 1.98953 -3.59444 -0.289656 0 0 0 
0.0298 28.99 37.3688 -0.2899 -29.404 0 -1.9404 0 -1.9404 4.02654 -2.33422 -2.9404 0 -2.9404 0 -3.33422 0 1.60558 0 1.60558 1.98954 0 1.98954 -3.59512 -0.289991 0 0 0 
0.03 29.0235 37.3867 -0.290235 -29.4 0 -1.94 0 -1.94 4.04508 -2.33416 -2.94 0 -2.94 0 -3.33416 0 1.60624 0 1.60624 1.98956 0 1.98956 -3.5958 -0.290324 0 0 0 
0.0302 29.0569 37.4045 -0.290569 -29.396 0 -1.9396 0 -1.9396 4.06347 -2.33411 -2.9396 0 -2.9396 0 -3.33411 0 1.6069 0 1.6069 1.98957 0 1.98957 -3.59648 -0.290658 0 0 0 
0.0304 29.0902 37.4222 -0.290902 -29.392 0 -1.9392 0 -1.9392 4.0817 -2.33405 -2.9392 0 -2.9392 0 -3.33405 0 1.60757 0 1.60757 1.98959 0 1.98959 -3.59715 -0.29099 0 0 0 
0.0306 29.1234 37.4396 -0.291234 -29.388 0 -1.9388 0 -1.9388 4.09976 -2.33399 -2.9388 0 -2.9388 0 -3.33399 0 1.60823 0 1.60823 1.9896 0 1.9896 -3.59783 -0.291322 0 0 0 
0.0308 29.1566 37.457 -0.291566 -29.384 0 -1.9384 0 -1.9384 4.11766 -2.33393 -2.9384 0 -2.9384 0 -3.33393 0 1.60889 0 1.60889 1.98962 0 1.98962 -3.5985 -0.291653 0 0 0 
0.031 29.1898 37.4741 -0.291898 -29.38 0 -1.938 0 -1.938 4.1354 -2.33387 -2.938 0 -2.938 0 -3.33387 0 1.60954 0 1.60954 1.98963 0 1.98963 -3.59918 -0.291984 0 0 0 
0.0312 29.2229 37.4911 -0.292229 -29.376 0 -1.9376 0 -1.9376 4.15298 -2.33381 -2.9376 0 -2.9376 0 -3.33381 0 1.6102 0 1.6102 1.98965 0 1.98965 -3.59985 -0.292314 0 0 0 
0.0314 29.2559 37.5079 -0.292559 -29.372 0 -1.9372 0 -1.9372 4.17039 -2.33376 -2.9372 0 -2.9372 0 -3.33376 0 1.61086 0 1.61086 1.98966 0 1.98966 -3.60052 -0.292643 0 0 0 
0.0316 29.2888 37.5246 -0.292888 -29.368 0 -1.9368 0 -1.9368 4.18764 -2.3337 -2.9368 0 -2.9368 0 -3.3337 0 1.61152 0 1.61152 1.98968 0 1.98968 -3.60119 -0.292971 0 0 0 
0.0318 29.3217 37.5411 -0.293217 -29.364 0 -1.9364 0 -1.9364 4.20472 -2.33364 -2.9364 0 -2.9364 0 -3.33364 0 1.61217 0 1.61217 1.98969 0 1.98969 -3.60186 -0.293299 0 0 0 
0.032 29.3545 37.5575 -0.293545 -29.36 0 -1.936 0 -1.936 4.22164 -2.33358 -2.936 0 -2.936 0 -3.33358 0 1.61283 0 1.61283 1.98971 0 1.98971 -3.60253 -0.293627 0 0 0 
0.0322 29.3872 37.5736 -0.293872 -29.356 0 -1.9356 0 -1.9356 4.23839 -2.33352 -2.9356 0 -2.9356 0 -3.33352 0 1.61348 0 1.61348 1.98972 0 1.98972 -3.6032 -0.293953 0 0 0 
0.0324 29.4199 37.5896 -0.294199 -29.352 0 -1.9352 0 -1.9352 4.25497 -2.33347 -2.9352 0 -2.9352 0 -3.33347 0 1.61413 0 1.61413 1.98974 0 1.98974 -3.60387 -0.294279 0 0 0 
0.0326 29.4525 37.6055 -0.294525 -29.348 0 -1.9348 0 -1.9348 4.27139 -2.33341 -2.9348 0 -2.9348 0 -3.33341 0 1.61478 0 1.61478 1.98975 0 1.98975 -3.60453 -0.294605 0 0 0 
0.0328 29.4851 37.6212 -0.294851 -29.344 0 -1.9344 0 -1.9344 4.28763 -2.33335 -2.9344 0 -2.9344 0 -3.33335 0 1.61543 0 1.61543 1.98976 0 1.98976 -3.6052 -0.294929 0 0 0 
0.033 29.5176 37.6367 -0.295176 -29.34 0 -1.934 0 -1.934 4.30371 -2.33329 -2.934 0 -2.934 0 -3.33329 0 1.61608 0 1.61608 1.98978 0 1.98978 -3.60586 -0.295253 0 0 0 
0.0332 29.55 37.652 -0.2955 -29.336 0 -1.9336 0 -1.9336 4.31962 -2.33324 -2.9336 0 -2.9336 0 -3.33324 0 1.61673 0 1.61673 1.98979 0 1.98979 -3.60653 -0.295576 0 0 0 
0.0334 29.5823 37.6672 -0.295823 -29.332 0 -1.9332 0 -1.9332 4.33535 -2.33318 -2.9332 0 -2.9332 0 -3.33318 0 1.61738 0 1.61738 1.98981 0 1.98981 -3.60719 -0.295899 0 0 0 
0.0336 29.6146 37.6822 -0.296146 -29.328 0 -1.9328 0 -1.9328 4.35092 -2.33312 -2.9328 0 -2.9328 0 -3.33312 0 1.61803 0 1.61803 1.98982 0 1.98982 -3.60785 -0.296221 0 0 0 
0.0338 29.6468 37.697 -0.296468 -29.324 0 -1.9324 0 -1.9324 4.36631 -2.33307 -2.9324 0 -2.9324 0 -3.33307 0 1.61867 0 1.61867 1.98984 0 1.98984 -3.60851 -0.296542 0 0 0 
0.034 29.6789 37.7116 -0.296789 -29.32 0 -1.932 0 -1.932 4.38153 -2.33301 -2.932 0 -2.932 0 -3.33301 0 1.61932 0 1.61932 1.98985 0 1.98985 -3.60917 -0.296862 0 0 0 
0.0342 29.711 37.7261 -0.29711 -29.316 0 -1.9316 0 -1.9316 4.39658 -2.33295 -2.9316 0 -2.9316 0 -3.33295 0 1.61996 0 1.61996 1.98987 0 1.98987 -3.60983 -0.297182 0 0 0 
0.0344 29.743 37.7404 -0.29743 -29.312 0 -1.9312 0 -1.9312 4.41146 -2.3329 -2.9312 0 -2.9312 0 -3.3329 0 1.6206 0 1.6206 1.98988 0 1.98988 -3.61049 -0.297501 0 0 0 
0.0346 29.7749 37.7546 -0.297749 -29.308 0 -1.9308 0 -1.9308 4.42616 -2.33284 -2.9308 0 -2.9308 0 -3.33284 0 1.62125 0 1.62125 1.9899 0 1.9899 -3.61114 -0.297819 0 0 0 
0.0348 29.8067 37.7685 -0.298067 -29.304 0 -1.9304 0 -1.9304 4.44068 -2.33278 -2.9304 0 -2.9304 0 -3.33278 0 1.62189 0 1.62189 1.98991 0 1.98991 -3.6118 -0.298137 0 0 0 
0.035 29.8385 37.7823 -0.298385 -29.3 0 -1.93 0 -1.93 4.45503 -2.33273 -2.93 0 -2.93 0 -3.33273 0 1.62253 0 1.62253 1.98993 0 1.98993 -3.61245 -0.298454 0 0 0 
0.0352 29.8702 37.7959 -0.298702 -29.296 0 -1.9296 0 -1.9296 4.46921 -2.33267 -2.9296 0 -2.9296 0 -3.33267 0 1.62317 0 1.62317 1.98994 0 1.98994 -3.61311 -0.29877 0 0 0 
0.0354 29.9018 37.8094 -0.299018 -29.292 0 -1.9292 0 -1.9292 4.48321 -2.33262 -2.9292 0 -2.9292 0 -3.33262 0 1.62381 0 1.62381 1.98995 0 1.98995 -3.61376 -0.299086 0 0 0 
0.0356 29.9334 37.8226 -0.299334 -29.288 0 -1.9288 0 -1.9288 4.49703 -2.33256 -2.9288 0 -2.9288 0 -3.33256 0 1.62445 0 1.62445 1.98997 0 1.98997 -3.61441 -0.2994 0 0 0 
0.0358 29.9649 37.8357 -0.299649 -29.284 0 -1.9284 0 -1.9284 4.51067 -2.33251 -2.9284 0 -2.9284 0 -3.33251 0 1.62508 0 1.62508 1.98998 0 1.98998 -3.61507 -0.299714 0 0 0 
0.036 29.9963 37.8486 -0.299963 -29.28 0 -1.928 0 -1.928 4.52414 -2.33245 -2.928 0 -2.928 0 -3.33245 0 1.62572 0 1.62572 1.99 0 1.99 -3.61572 -0.300027 0 0 0 
0.0362 30.0276 37.8614 -0.300276 -29.276 0 -1.9276 0 -1.9276 4.53742 -2.33239 -2.9276 0 -2.9276 0 -3.33239 0 1.62635 0 1.62635 1.99001 0 1.99001 -3.61637 -0.30034 0 0 0 
0.0364 30.0589 37.8739 -0.300589 -29.272 0 -1.9272 0 -1.9272 4.55053 -2.33234 -2.9272 0 -2.9272 0 -3.33234 0 1.62699 0 1.62699 1.99003 0 1.99003 -3.61701 -0.300652 0 0 0 
0.0366 30.0901 37.8863 -0.300901 -29.268 0 -1.9268 0 -1.9268 4.56346 -2.33228 -2.9268 0 -2.9268 0 -3.33228 0 1.62762 0 1.62762 1.99004 0 1.99004 -3.61766 -0.300962 0 0 0 
0.0368 30.1212 37.8985 -0.301212 -29.264 0 -1.9264 0 -1.9264 4.57621 -2.33223 -2.9264 0 -2.9264 0 -3.33223 0 1.62825 0 1.62825 1.99005 0 1.99005 -3.61831 -0.301273 0 0 0 
0.037 30.1522 37.9105 -0.301522 -29.26 0 -1.926 0 -1.926 4.58877 -2.33217 -2.926 0 -2.926 0 -3.33217 0 1.62888 0 1.62888 1.99007 0 1.99007 -3.61895 -0.301582 0 0 0 
0.0372 30.1832 37.9224 -0.301832 -29.256 0 -1.9256 0 -1.9256 4.60116 -2.33212 -2.9256 0 -2.9256 0 -3.33212 0 1.62952 0 1.62952 1.99008 0 1.99008 -3.6196 -0.301891 0 0 0 
0.0374 30.214 37.934 -0.30214 -29.252 0 -1.9252 0 -1.9252 4.61336 -2.33207 -2.9252 0 -2.9252 0 -3.33207 0 1.63015 0 1.63015 1.9901 0 1.9901 -3.62024 -0.302199 0 0 0 
0.0376 30.2448 37.9455 -0.302448 -29.248 0 -1.9248 0 -1.9248 4.62539 -2.33201 -2.9248 0 -2.9248 0 -3.33201 0 1.63077 0 1.63077 1.99011 0 1.99011 -3.62089 -0.302506 0 0 0 
0.0378 30.2756 37.9568 -0.302756 -29.244 0 -1.9244 0 -1.9244 4.63723 -2.33196 -2.9244 0 -2.9244 0 -3.33196 0 1.6314 0 1.6314 1.99013 0 1.99013 -3.62153 -0.302812 0 0 0 
0.038 30.3062 37.9679 -0.303062 -29.24 0 -1.924 0 -1.924 4.64888 -2.3319 -2.924 0 -2.924 0 -3.3319 0 1.63203 0 1.63203 1.99014 0 1.99014 -3.62217 -0.303118 0 0 0 
0.0382 30.3368 37.9788 -0.303368 -29.236 0 -1.9236 0 -1.9236 4.66036 -2.33185 -2.9236 0 -2.9236 0 -3.33185 0 1.63266 0 1.63266 1.99015 0 1.99015 -3.62281 -0.303422 0 0 0 
0.0384 30.3673 37.9896 -0.303673 -29.232 0 -1.9232 0 -1.9232 4.67164 -2.33179 -2.9232 0 -2.9232 0 -3.33179 0 1.63328 0 1.63328 1.99017 0 1.99017 -3.62345 -0.303726 0 0 0 
0.0386 30.3977 38.0002 -0.303977 -29.228 0 -1.9228 0 -1.9228 4.68275 -2.33174 -2.9228 0 -2.9228 0 -3.33174 0 1.63391 0 1.63391 1.99018 0 1.99018 -3.62409 -0.30403 0 0 0 
0.0388 30.428 38.0105 -0.30428 -29.224 0 -1.9224 0 -1.9224 4.69367 -2.33169 -2.9224 0 -2.9224 0 -3.33169 0 1.63453 0 1.63453 1.9902 0 1.9902 -3.62473 -0.304332 0 0 0 
0.039 30.4583 38.0207 -0.304583 -29.22 0 -1.922 0 -1.922 4.7044 -2.33163 -2.922 0 -2.922 0 -3.33163 0 1.63515 0 1.63515 1.99021 0 1.99021 -3.62536 -0.304634 0 0 0 
0.0392 30.4884 38.0308 -0.304884 -29.216 0 -1.9216 0 -1.9216 4.71495 -2.33158 -2.9216 0 -2.9216 0 -3.33158 0 1.63577 0 1.63577 1.99023 0 1.99023 -3.626 -0.304934 0 0 0 
0.0394 30.5185 38.0406 -0.305185 -29.212 0 -1.9212 0 -1.9212 4.72532 -2.33153 -2.9212 0 -2.9212 0 -3.33153 0 1.63639 0 1.63639 1.99024 0 1.99024 -3.62663 -0.305234 0 0 0 
0.0396 30.5485 38.0502 -0.305485 -29.208 0 -1.9208 0 -1.9208 4.73549 -2.33147 -2.9208 0 -2.9208 0 -3.33147 0 1.63701 0 1.63701 1.99025 0 1.99025 -3.62727 -0.305533 0 0 0 
0.0398 30.5785 38.0597 -0.305785 -29.204 0 -1.9204 0 -1.9204 4.74548 -2.33142 -2.9204 0 -2.9204 0 -3.33142 0 1.63763 0 1.63763 1.99027 0 1.99027 -3.6279 -0.305832 0 0 0 
0.04 30.6083 38.069 -0.306083 -29.2 0 -1.92 0 -1.92 4.75528 -2.33137 -2.92 0 -2.92 0 -3.33137 0 1.63825 0 1.63825 1.99028 0 1.99028 -3.62853 -0.306129 0 0 0 
0.0402 30.6381 38.078 -0.306381 -29.196 0 -1.9196 0 -1.9196 4.7649 -2.33132 -2.9196 0 -2.9196 0 -3.33132 0 1.63887 0 1.63887 1.9903 0 1.9903 -3.62916 -0.306426 0 0 0 
0.0404 30.6677 38.0869 -0.306677 -29.192 0 -1.9192 0 -1.9192 4.77432 -2.33126 -2.9192 0 -2.9192 0 -3.33126 0 1.63949 0 1.63949 1.99031 0 1.99031 -3.62979 -0.306722 0 0 0 
0.0406 30.6973 38.0957 -0.306973 -29.188 0 -1.9188 0 -1.9188 4.78356 -2.33121 -2.9188 0 -2.9188 0 -3.33121 0 1.6401 0 1.6401 1.99032 0 1.99032 -3.63042 -0.307017 0 0 0 
0.0408 30.7268 38.1042 -0.307268 -29.184 0 -1.9184 0 -1.9184 4.79261 -2.33116 -2.9184 0 -2.9184 0 -3.33116 0 1.64072 0 1.64072 1.99034 0 1.99034 -3.63105 -0.307311 0 0 0 
0.041 30.7563 38.1125 -0.307563 -29.18 0 -1.918 0 -1.918 4.80147 -2.33111 -2.918 0 -2.918 0 -3.33111 0 1.64133 0 1.64133 1.99035 0 1.99035 -3.63168 -0.307604 0 0 0 
0.0412 30.7856 38.1207 -0.307856 -29.176 0 -1.9176 0 -1.9176 4.81014 -2.33105 -2.9176 0 -2.9176 0 -3.33105 0 1.64194 0 1.64194 1.99037 0 1.99037 -3.63231 -0.307897 0 0 0 
0.0414 30.8149 38.1286 -0.308149 -29.172 0 -1.9172 0 -1.9172 4.81862 -2.331 -2.9172 0 -2.9172 0 -3.331 0 1.64255 0 1.64255 1.99038 0 1.99038 -3.63293 -0.308188 0 0 0 
0.0416 30.844 38.1364 -0.30844 -29.168 0 -1.9168 0 -1.9168 4.82691 -2.33095 -2.9168 0 -2.9168 0 -3.33095 0 1.64317 0 1.64317 1.99039 0 1.99039 -3.63356 -0.308479 0 0 0 
0.0418 30.8731 38.144 -0.308731 -29.164 0 -1.9164 0 -1.9164 4.83501 -2.3309 -2.9164 0 -2.9164 0 -3.3309 0 1.64378 0 1.64378 1.99041 0 1.99041 -3.63418 -0.308769 0 0 0 
0.042 30.9021 38.1514 -0.309021 -29.16 0 -1.916 0 -1.916 4.84292 -2.33085 -2.916 0 -2.916 0 -3.33085 0 1.64439 0 1.64439 1.99042 0 1.99042 -3.63481 -0.309058 0 0 0 
0.0422 30.931 38.1586 -0.30931 -29.156 0 -1.9156 0 -1.9156 4.85063 -2.3308 -2.9156 0 -2.9156 0 -3.3308 0 1.64499 0 1.64499 1.99043 0 1.99043 -3.63543 -0.309346 0 0 0 
0.0424 30.9598 38.1656 -0.309598 -29.152 0 -1.9152 0 -1.9152 4.85816 -2.33074 -2.9152 0 -2.9152 0 -3.33074 0 1.6456 0 1.6456 1.99045 0 1.99045 -3.63605 -0.309633 0 0 0 
0.0426 30.9886 38.1724 -0.309886 -29.148 0 -1.9148 0 -1.9148 4.86549 -2.33069 -2.9148 0 -2.9148 0 -3.33069 0 1.64621 0 1.64621 1.99046 0 1.99046 -3.63667 -0.30992 0 0 0 
0.0428 31.0172 38.1791 -0.310172 -29.144 0 -1.9144 0 -1.9144 4.87263 -2.33064 -2.9144 0 -2.9144 0 -3.33064 0 1.64682 0 1.64682 1.99048 0 1.99048 -3.63729 -0.310205 0 0 0 
0.043 31.0458 38.1855 -0.310458 -29.14 0 -1.914 0 -1.914 4.87958 -2.33059 -2.914 0 -2.914 0 -3.33059 0 1.64742 0 1.64742 1.99049 0 1.99049 -3.63791 -0.31049 0 0 0 
0.0432 31.0742 38.1918 -0.310742 -29.136 0 -1.9136 0 -1.9136 4.88634 -2.33054 -2.9136 0 -2.9136 0 -3.33054 0 1.64802 0 1.64802 1.9905 0 1.9905 -3.63853 -0.310774 0 0 0 
0.0434 31.1026 38.1978 -0.311026 -29.132 0 -1.9132 0 -1.9132 4.8929 -2.33049 -2.9132 0 -2.9132 0 -3.33049 0 1.64863 0 1.64863 1.99052 0 1.99052 -3.63915 -0.311057 0 0 0 
0.0436 31.1309 38.2037 -0.311309 -29.128 0 -1.9128 0 -1.9128 4.89928 -2.33044 -2.9128 0 -2.9128 0 -3.33044 0 1.64923 0 1.64923 1.99053 0 1.99053 -3.63976 -0.311339 0 0 0 
0.0438 31.1591 38.2094 -0.311591 -29.124 0 -1.9124 0 -1.9124 4.90545 -2.33039 -2.9124 0 -2.9124 0 -3.33039 0 1.64983 0 1.64983 1.99054 0 1.99054 -3.64038 -0.31162 0 0 0 
0.044 31.1872 38.2149 -0.311872 -29.12 0 -1.912 0 -1.912 4.91144 -2.33034 -2.912 0 -2.912 0 -3.33034 0 1.65043 0 1.65043 1.99056 0 1.99056 -3.64099 -0.3119 0 0 0 
0.0442 31.2153 38.2201 -0.312153 -29.116 0 -1.9116 0 -1.9116 4.91723 -2.33029 -2.9116 0 -2.9116 0 -3.33029 0 1.65103 0 1.65103 1.99057 0 1.99057 -3.64161 -0.312179 0 0 0 
0.0444 31.2432 38.2252 -0.312432 -29.112 0 -1.9112 0 -1.9112 4.92282 -2.33024 -2.9112 0 -2.9112 0 -3.33024 0 1.65163 0 1.65163 1.99059 0 1.99059 -3.64222 -0.312457 0 0 0 
0.0446 31.271 38.2301 -0.31271 -29.108 0 -1.9108 0 -1.9108 4.92822 -2.33019 -2.9108 0 -2.9108 0 -3.33019 0 1.65223 0 1.65223 1.9906 0 1.9906 -3.64283 -0.312735 0 0 0 
0.0448 31.2988 38.2349 -0.312988 -29.104 0 -1.9104 0 -1.9104 4.93343 -2.33014 -2.9104 0 -2.9104 0 -3.33014 0 1.65283 0 1.65283 1.99061 0 1.99061 -3.64344 -0.313011 0 0 0 
0.045 31.3264 38.2394 -0.313264 -29.1 0 -1.91 0 -1.91 4.93844 -2.33009 -2.91 0 -2.91 0 -3.33009 0 1.65343 0 1.65343 1.99063 0 1.99063 -3.64405 -0.313287 0 0 0 
0.0452 31.354 38.2437 -0.31354 -29.096 0 -1.9096 0 -1.9096 4.94326 -2.33005 -2.9096 0 -2.9096 0 -3.33005 0 1.65402 0 1.65402 1.99064 0 1.99064 -3.64466 -0.313561 0 0 0 
0.0454 31.3814 38.2478 -0.313814 -29.092 0 -1.9092 0 -1.9092 4.94788 -2.33 -2.9092 0 -2.9092 0 -3.33 0 1.65462 0 1.65462 1.99065 0 1.99065 -3.64527 -0.313835 0 0 0 
0.0456 31.4088 38.2518 -0.314088 -29.088 0 -1.9088 0 -1.9088 4.95231 -2.32995 -2.9088 0 -2.9088 0 -3.32995 0 1.65521 0 1.65521 1.99067 0 1.99067 -3.64588 -0.314108 0 0 0 
0.0458 31.4361 38.2555 -0.314361 -29.084 0 -1.9084 0 -1.9084 4.95654 -2.3299 -2.9084 0 -2.9084 0 -3.3299 0 1.6558 0 1.6558 1.99068 0 1.99068 -3.64648 -0.31438 0 0 0 
0.046 31.4633 38.2591 -0.314633 -29.08 0 -1.908 0 -1.908 4.96057 -2.32985 -2.908 0 -2.908 0 -3.32985 0 1.6564 0 1.6564 1.99069 0 1.99069 -3.64709 -0.31465 0 0 0 
0.0462 31.4904 38.2624 -0.314904 -29.076 0 -1.9076 0 -1.9076 4.96441 -2.3298 -2.9076 0 -2.9076 0 -3.3298 0 1.65699 0 1.65699 1.99071 0 1.99071 -3.64769 -0.31492 0 0 0 
0.0464 31.5174 38.2656 -0.315174 -29.072 0 -1.9072 0 -1.9072 4.96806 -2.32975 -2.9072 0 -2.9072 0 -3.32975 0 1.65758 0 1.65758 1.99072 0 1.99072 -3.6483 -0.315189 0 0 0 
0.0466 31.5442 38.2686 -0.315442 -29.068 0 -1.9068 0 -1.9068 4.9715 -2.32971 -2.9068 0 -2.9068 0 -3.32971 0 1.65817 0 1.65817 1.99073 0 1.99073 -3.6489 -0.315457 0 0 0 
