t 1 2 3 4 5 6 7 8 9 10 11 jE0800 jE0900 jF0002 jF1002 jxH1100 jyH1100 jV0408 jV0709 jVCC 
3.04 3 -595.882 0 -58.5882 -595.882 2.4 -58.8282 -59.5882 -59.8282 2.4 3e-05 0 0 5.88282e-05 5.85882e-05 0 3e-05 0 0 8.25882e-07
3.05 3 -595.294 0 -58.5294 -595.294 3 -58.8294 -59.5294 -59.8294 3 3e-05 0 0 5.88294e-05 5.85294e-05 0 3e-05 0 0 8.85294e-07
3.06 3 -594.706 0 -58.4706 -594.706 3.6 -58.8306 -59.4706 -59.8306 3.6 3e-05 0 0 5.88306e-05 5.84706e-05 0 3e-05 0 0 9.44706e-07
3.07 3 -594.118 0 -58.4118 -594.118 4.2 -58.8318 -59.4118 -59.8318 4.2 3e-05 0 0 5.88318e-05 5.84118e-05 0 3e-05 0 0 1.00412e-06
3.08 3 -593.529 0 -58.3529 -593.529 4.8 -58.8329 -59.3529 -59.8329 4.8 3e-05 0 0 5.88329e-05 5.83529e-05 0 3e-05 0 0 1.06353e-06
3.09 3 -592.941 0 -58.2941 -592.941 5.4 -58.8341 -59.2941 -59.8341 5.4 3e-05 0 0 5.88341e-05 5.82941e-05 0 3e-05 0 0 1.12294e-06
3.1 3 -592.353 0 -58.2353 -592.353 6 -58.8353 -59.2353 -59.8353 6 3e-05 0 0 5.88353e-05 5.82353e-05 0 3e-05 0 0 1.18235e-06
3.11 3 -591.765 0 -58.1765 -591.765 6.6 -58.8365 -59.1765 -59.8365 6.6 3e-05 0 0 5.88365e-05 5.81765e-05 0 3e-05 0 0 1.24176e-06
3.12 3 -591.176 0 -58.1176 -591.176 7.2 -58.8376 -59.1176 -59.8376 7.2 3e-05 0 0 5.88376e-05 5.81176e-05 0 3e-05 0 0 1.30118e-06
3.13 3 -590.588 0 -58.0588 -590.588 7.8 -58.8388 -59.0588 -59.8388 7.8 3e-05 0 0 5.88388e-05 5.80588e-05 0 3e-05 0 0 1.36059e-06
3.14 3 -590 0 -58 -590 8.4 -58.84 -59 -59.84 8.4 3e-05 0 0 5.884e-05 5.8e-05 0 3e-05 0 0 1.42e-06
3.15 3 -589.412 0 -57.9412 -589.412 9 -58.8412 -58.9412 -59.8412 9 3e-05 0 0 5.88412e-05 5.79412e-05 0 3e-05 0 0 1.47941e-06
3.16 3 -588.824 0 -57.8824 -588.824 9.6 -58.8424 -58.8824 -59.8424 9.6 3e-05 0 0 5.88424e-05 5.78824e-05 0 3e-05 0 0 1.53882e-06
3.17 3 -588.235 0 -57.8235 -588.235 10.2 -58.8435 -58.8235 -59.8435 10.2 3e-05 0 0 5.88435e-05 5.78235e-05 0 3e-05 0 0 1.59824e-06
3.18 3 -587.647 0 -57.7647 -587.647 10.8 -58.8447 -58.7647 -59.8447 10.8 3e-05 0 0 5.88447e-05 5.77647e-05 0 3e-05 0 0 1.65765e-06
3.19 3 -587.059 0 -57.7059 -587.059 11.4 -58.8459 -58.7059 -59.8459 11.4 3e-05 0 0 5.88459e-05 5.77059e-05 0 3e-05 0 0 1.71706e-06
3.2 3 -586.471 0 -57.6471 -586.471 12 -58.8471 -58.6471 -59.8471 12 3e-05 0 0 5.88471e-05 5.76471e-05 0 3e-05 0 0 1.77647e-06
3.21 3 -585.882 0 -57.5882 -585.882 12.6 -58.8482 -58.5882 -59.8482 12.6 3e-05 0 0 5.88482e-05 5.75882e-05 0 3e-05 0 0 1.83588e-06
3.22 3 -585.294 0 -57.5294 -585.294 13.2 -58.8494 -58.5294 -59.8494 13.2 3e-05 0 0 5.88494e-05 5.75294e-05 0 3e-05 0 0 1.89529e-06
3.23 3 -584.706 0 -57.4706 -584.706 13.8 -58.8506 -58.4706 -59.8506 13.8 3e-05 0 0 5.88506e-05 5.74706e-05 0 3e-05 0 0 1.95471e-06
3.24 3 -584.118 0 -57.4118 -584.118 14.4 -58.8518 -58.4118 -59.8518 14.4 3e-05 0 0 5.88518e-05 5.74118e-05 0 3e-05 0 0 2.01412e-06
3.25 3 -583.529 0 -57.3529 -583.529 15 -58.8529 -58.3529 -59.8529 15 3e-05 0 0 5.88529e-05 5.73529e-05 0 3e-05 0 0 2.07353e-06
3.26 3 -582.941 0 -57.2941 -582.941 15.6 -58.8541 -58.2941 -59.8541 15.6 3e-05 0 0 5.88541e-05 5.72941e-05 0 3e-05 0 0 2.13294e-06
3.27 3 -582.353 0 -57.2353 -582.353 16.2 -58.8553 -58.2353 -59.8553 16.2 3e-05 0 0 5.88553e-05 5.72353e-05 0 3e-05 0 0 2.19235e-06
3.28 3 -581.765 0 -57.1765 -581.765 16.8 -58.8565 -58.1765 -59.8565 16.8 3e-05 0 0 5.88565e-05 5.71765e-05 0 3e-05 0 0 2.25176e-06
3.29 3 -581.176 0 -57.1176 -581.176 17.4 -58.8576 -58.1176 -59.8576 17.4 3e-05 0 0 5.88576e-05 5.71176e-05 0 3e-05 0 0 2.31118e-06
3.3 3 -580.588 0 -57.0588 -580.588 18 -58.8588 -58.0588 -59.8588 18 3e-05 0 0 5.88588e-05 5.70588e-05 0 3e-05 0 0 2.37059e-06
3.31 3 -580 0 -57 -580 18.6 -58.86 -58 -59.86 18.6 3e-05 0 0 5.886e-05 5.7e-05 0 3e-05 0 0 2.43e-06
3.32 3 -579.412 0 -56.9412 -579.412 19.2 -58.8612 -57.9412 -59.8612 19.2 3e-05 0 0 5.88612e-05 5.69412e-05 0 3e-05 0 0 2.48941e-06
3.33 3 -578.824 0 -56.8824 -578.824 19.8 -58.8624 -57.8824 -59.8624 19.8 3e-05 0 0 5.88624e-05 5.68824e-05 0 3e-05 0 0 2.54882e-06
3.34 3 -578.235 0 -56.8235 -578.235 20.4 -58.8635 -57.8235 -59.8635 20.4 3e-05 0 0 5.88635e-05 5.68235e-05 0 3e-05 0 0 2.60824e-06
3.35 3 -577.647 0 -56.7647 -577.647 21 -58.8647 -57.7647 -59.8647 21 3e-05 0 0 5.88647e-05 5.67647e-05 0 3e-05 0 0 2.66765e-06
3.36 3 -577.059 0 -56.7059 -577.059 21.6 -58.8659 -57.7059 -59.8659 21.6 3e-05 0 0 5.88659e-05 5.67059e-05 0 3e-05 0 0 2.72706e-06
3.37 3 -576.471 0 -56.6471 -576.471 22.2 -58.8671 -57.6471 -59.8671 22.2 3e-05 0 0 5.88671e-05 5.66471e-05 0 3e-05 0 0 2.78647e-06
3.38 3 -575.882 0 -56.5882 -575.882 22.8 -58.8682 -57.5882 -59.8682 22.8 3e-05 0 0 5.88682e-05 5.65882e-05 0 3e-05 0 0 2.84588e-06
3.39 3 -575.294 0 -56.5294 -575.294 23.4 -58.8694 -57.5294 -59.8694 23.4 3e-05 0 0 5.88694e-05 5.65294e-05 0 3e-05 0 0 2.90529e-06
3.4 3 -574.706 0 -56.4706 -574.706 24 -58.8706 -57.4706 -59.8706 24 3e-05 0 0 5.88706e-05 5.64706e-05 0 3e-05 0 0 2.96471e-06
3.41 3 -574.118 0 -56.4118 -574.118 24.6 -58.8718 -57.4118 -59.8718 24.6 3e-05 0 0 5.88718e-05 5.64118e-05 0 3e-05 0 0 3.02412e-06
3.42 3 -573.529 0 -56.3529 -573.529 25.2 -58.8729 -57.3529 -59.8729 25.2 3e-05 0 0 5.88729e-05 5.63529e-05 0 3e-05 0 0 3.08353e-06
3.43 3 -572.941 0 -56.2941 -572.941 25.8 -58.8741 -57.2941 -59.8741 25.8 3e-05 0 0 5.88741e-05 5.62941e-05 0 3e-05 0 0 3.14294e-06
3.44 3 -572.353 0 -56.2353 -572.353 26.4 -58.8753 -57.2353 -59.8753 26.4 3e-05 0 0 5.88753e-05 5.62353e-05 0 3e-05 0 0 3.20235e-06
3.45 3 -571.765 0 -56.1765 -571.765 27 -58.8765 -57.1765 -59.8765 27 3e-05 0 0 5.88765e-05 5.61765e-05 0 3e-05 0 0 3.26176e-06
3.46 3 -571.176 0 -56.1176 -571.176 27.6 -58.8776 -57.1176 -59.8776 27.6 3e-05 0 0 5.88776e-05 5.61176e-05 0 3e-05 0 0 3.32118e-06
3.47 3 -570.588 0 -56.0588 -570.588 28.2 -58.8788 -57.0588 -59.8788 28.2 3e-05 0 0 5.88788e-05 5.60588e-05 0 3e-05 0 0 3.38059e-06
3.48 3 -570 0 -56 -570 28.8 -58.88 -57 -59.88 28.8 3e-05 0 0 5.888e-05 5.6e-05 0 3e-05 0 0 3.44e-06
3.49 3 -569.412 0 -55.9412 -569.412 29.4 -58.8812 -56.9412 -59.8812 29.4 3e-05 0 0 5.88812e-05 5.59412e-05 0 3e-05 0 0 3.49941e-06
3.5 3 -568.824 0 -55.8824 -568.824 30 -58.8824 -56.8824 -59.8824 30 3e-05 0 0 5.88824e-05 5.58824e-05 0 3e-05 0 0 3.55882e-06
3.51 3 -569.412 0 -55.9412 -569.412 29.4 -58.8812 -56.9412 -59.8812 29.4 3e-05 0 0 5.88812e-05 5.59412e-05 0 3e-05 0 0 3.49941e-06
3.52 3 -570 0 -56 -570 28.8 -58.88 -57 -59.88 28.8 3e-05 0 0 5.888e-05 5.6e-05 0 3e-05 0 0 3.44e-06
3.53 3 -570.588 0 -56.0588 -570.588 28.2 -58.8788 -57.0588 -59.8788 28.2 3e-05 0 0 5.88788e-05 5.60588e-05 0 3e-05 0 0 3.38059e-06
3.54 3 -571.176 0 -56.1176 -571.176 27.6 -58.8776 -57.1176 -59.8776 27.6 3e-05 0 0 5.88776e-05 5.61176e-05 0 3e-05 0 0 3.32118e-06
3.55 3 -571.765 0 -56.1765 -571.765 27 -58.8765 -57.1765 -59.8765 27 3e-05 0 0 5.88765e-05 5.61765e-05 0 3e-05 0 0 3.26176e-06
3.56 3 -572.353 0 -56.2353 -572.353 26.4 -58.8753 -57.2353 -59.8753 26.4 3e-05 0 0 5.88753e-05 5.62353e-05 0 3e-05 0 0 3.20235e-06
3.57 3 -572.941 0 -56.2941 -572.941 25.8 -58.8741 -57.2941 -59.8741 25.8 3e-05 0 0 5.88741e-05 5.62941e-05 0 3e-05 0 0 3.14294e-06
3.58 3 -573.529 0 -56.3529 -573.529 25.2 -58.8729 -57.3529 -59.8729 25.2 3e-05 0 0 5.88729e-05 5.63529e-05 0 3e-05 0 0 3.08353e-06
3.59 3 -574.118 0 -56.4118 -574.118 24.6 -58.8718 -57.4118 -59.8718 24.6 3e-05 0 0 5.88718e-05 5.64118e-05 0 3e-05 0 0 3.02412e-06
3.6 3 -574.706 0 -56.4706 -574.706 24 -58.8706 -57.4706 -59.8706 24 3e-05 0 0 5.88706e-05 5.64706e-05 0 3e-05 0 0 2.96471e-06
3.61 3 -575.294 0 -56.5294 -575.294 23.4 -58.8694 -57.5294 -59.8694 23.4 3e-05 0 0 5.88694e-05 5.65294e-05 0 3e-05 0 0 2.90529e-06
3.62 3 -575.882 0 -56.5882 -575.882 22.8 -58.8682 -57.5882 -59.8682 22.8 3e-05 0 0 5.88682e-05 5.65882e-05 0 3e-05 0 0 2.84588e-06
3.63 3 -576.471 0 -56.6471 -576.471 22.2 -58.8671 -57.6471 -59.8671 22.2 3e-05 0 0 5.88671e-05 5.66471e-05 0 3e-05 0 0 2.78647e-06
3.64 3 -577.059 0 -56.7059 -577.059 21.6 -58.8659 -57.7059 -59.8659 21.6 3e-05 0 0 5.88659e-05 5.67059e-05 0 3e-05 0 0 2.72706e-06
3.65 3 -577.647 0 -56.7647 -577.647 21 -58.8647 -57.7647 -59.8647 21 3e-05 0 0 5.88647e-05 5.67647e-05 0 3e-05 0 0 2.66765e-06
3.66 3 -578.235 0 -56.8235 -578.235 20.4 -58.8635 -57.8235 -59.8635 20.4 3e-05 0 0 5.88635e-05 5.68235e-05 0 3e-05 0 0 2.60824e-06
3.67 3 -578.824 0 -56.8824 -578.824 19.8 -58.8624 -57.8824 -59.8624 19.8 3e-05 0 0 5.88624e-05 5.68824e-05 0 3e-05 0 0 2.54882e-06
3.68 3 -579.412 0 -56.9412 -579.412 19.2 -58.8612 -57.9412 -59.8612 19.2 3e-05 0 0 5.88612e-05 5.69412e-05 0 3e-05 0 0 2.48941e-06
3.69 3 -580 0 -57 -580 18.6 -58.86 -58 -59.86 18.6 3e-05 0 0 5.886e-05 5.7e-05 0 3e-05 0 0 2.43e-06
3.7 3 -580.588 0 -57.0588 -580.588 18 -58.8588 -58.0588 -59.8588 18 3e-05 0 0 5.88588e-05 5.70588e-05 0 3e-05 0 0 2.37059e-06
3.71 3 -581.176 0 -57.1176 -581.176 17.4 -58.8576 -58.1176 -59.8576 17.4 3e-05 0 0 5.88576e-05 5.71176e-05 0 3e-05 0 0 2.31118e-06
3.72 3 -581.765 0 -57.1765 -581.765 16.8 -58.8565 -58.1765 -59.8565 16.8 3e-05 0 0 5.88565e-05 5.71765e-05 0 3e-05 0 0 2.25176e-06
3.73 3 -582.353 0 -57.2353 -582.353 16.2 -58.8553 -58.2353 -59.8553 16.2 3e-05 0 0 5.88553e-05 5.72353e-05 0 3e-05 0 0 2.19235e-06
3.74 3 -582.941 0 -57.2941 -582.941 15.6 -58.8541 -58.2941 -59.8541 15.6 3e-05 0 0 5.88541e-05 5.72941e-05 0 3e-05 0 0 2.13294e-06
3.75 3 -583.529 0 -57.3529 -583.529 15 -58.8529 -58.3529 -59.8529 15 3e-05 0 0 5.88529e-05 5.73529e-05 0 3e-05 0 0 2.07353e-06
3.76 3 -584.118 0 -57.4118 -584.118 14.4 -58.8518 -58.4118 -59.8518 14.4 3e-05 0 0 5.88518e-05 5.74118e-05 0 3e-05 0 0 2.01412e-06
3.77 3 -584.706 0 -57.4706 -584.706 13.8 -58.8506 -58.4706 -59.8506 13.8 3e-05 0 0 5.88506e-05 5.74706e-05 0 3e-05 0 0 1.95471e-06
3.78 3 -585.294 0 -57.5294 -585.294 13.2 -58.8494 -58.5294 -59.8494 13.2 3e-05 0 0 5.88494e-05 5.75294e-05 0 3e-05 0 0 1.89529e-06
3.79 3 -585.882 0 -57.5882 -585.882 12.6 -58.8482 -58.5882 -59.8482 12.6 3e-05 0 0 5.88482e-05 5.75882e-05 0 3e-05 0 0 1.83588e-06
3.8 3 -586.471 0 -57.6471 -586.471 12 -58.8471 -58.6471 -59.8471 12 3e-05 0 0 5.88471e-05 5.76471e-05 0 3e-05 0 0 1.77647e-06
3.81 3 -587.059 0 -57.7059 -587.059 11.4 -58.8459 -58.7059 -59.8459 11.4 3e-05 0 0 5.88459e-05 5.77059e-05 0 3e-05 0 0 1.71706e-06
3.82 3 -587.647 0 -57.7647 -587.647 10.8 -58.8447 -58.7647 -59.8447 10.8 3e-05 0 0 5.88447e-05 5.77647e-05 0 3e-05 0 0 1.65765e-06
3.83 3 -588.235 0 -57.8235 -588.235 10.2 -58.8435 -58.8235 -59.8435 10.2 3e-05 0 0 5.88435e-05 5.78235e-05 0 3e-05 0 0 1.59824e-06
3.84 3 -588.824 0 -57.8824 -588.824 9.6 -58.8424 -58.8824 -59.8424 9.6 3e-05 0 0 5.88424e-05 5.78824e-05 0 3e-05 0 0 1.53882e-06
3.85 3 -589.412 0 -57.9412 -589.412 9 -58.8412 -58.9412 -59.8412 9 3e-05 0 0 5.88412e-05 5.79412e-05 0 3e-05 0 0 1.47941e-06
3.86 3 -590 0 -58 -590 8.4 -58.84 -59 -59.84 8.4 3e-05 0 0 5.884e-05 5.8e-05 0 3e-05 0 0 1.42e-06
3.87 3 -590.588 0 -58.0588 -590.588 7.8 -58.8388 -59.0588 -59.8388 7.8 3e-05 0 0 5.88388e-05 5.80588e-05 0 3e-05 0 0 1.36059e-06
3.88 3 -591.176 0 -58.1176 -591.176 7.2 -58.8376 -59.1176 -59.8376 7.2 3e-05 0 0 5.88376e-05 5.81176e-05 0 3e-05 0 0 1.30118e-06
