t 1 2 3 jL0300 4 5 6 7 jH0700 jyH0700 jV0400 
65.66 -2.4395 -2.4395 3.51301e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.18943e-008 
65.67 -2.4395 -2.4395 3.47157e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.20334e-008 
65.68 -2.4395 -2.4395 3.43e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.21676e-008 
65.69 -2.4395 -2.4395 3.3883e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.2297e-008 
65.7 -2.4395 -2.4395 3.34648e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.24214e-008 
65.71 -2.4395 -2.4395 3.30454e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.2541e-008 
65.72 -2.4395 -2.4395 3.26249e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.26558e-008 
65.73 -2.4395 -2.4395 3.22033e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.27657e-008 
65.74 -2.4395 -2.4395 3.17806e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.28708e-008 
65.75 -2.4395 -2.4395 3.1357e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.2971e-008 
65.76 -2.4395 -2.4395 3.09324e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.30666e-008 
65.77 -2.4395 -2.4395 3.0507e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.31573e-008 
65.78 -2.4395 -2.4395 3.00807e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.32433e-008 
65.79 -2.4395 -2.4395 2.96536e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.33246e-008 
65.8 -2.4395 -2.4395 2.92257e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.34011e-008 
65.81 -2.4395 -2.4395 2.87972e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.34729e-008 
65.82 -2.4395 -2.4395 2.8368e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.354e-008 
65.83 -2.4395 -2.4395 2.79381e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.36024e-008 
65.84 -2.4395 -2.4395 2.75077e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.36602e-008 
65.85 -2.4395 -2.4395 2.70768e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.37134e-008 
65.86 -2.4395 -2.4395 2.66454e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.37619e-008 
65.87 -2.4395 -2.4395 2.62136e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.38058e-008 
65.88 -2.4395 -2.4395 2.57814e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.38452e-008 
65.89 -2.4395 -2.4395 2.53488e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.388e-008 
65.9 -2.4395 -2.4395 2.49159e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39102e-008 
65.91 -2.4395 -2.4395 2.44828e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.3936e-008 
65.92 -2.4395 -2.4395 2.40495e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39571e-008 
65.93 -2.4395 -2.4395 2.3616e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39739e-008 
65.94 -2.4395 -2.4395 2.31825e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39862e-008 
65.95 -2.4395 -2.4395 2.27488e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39941e-008 
65.96 -2.4395 -2.4395 2.23151e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39975e-008 
65.97 -2.4395 -2.4395 2.18814e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39966e-008 
65.98 -2.4395 -2.4395 2.14477e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39912e-008 
65.99 -2.4395 -2.4395 2.10142e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39816e-008 
66 -2.4395 -2.4395 2.05808e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39676e-008 
66.01 -2.4395 -2.4395 2.01476e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39493e-008 
66.02 -2.4395 -2.4395 1.97146e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.39267e-008 
66.03 -2.4395 -2.4395 1.92819e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.38999e-008 
66.04 -2.4395 -2.4395 1.88494e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.38689e-008 
66.05 -2.4395 -2.4395 1.84174e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.38336e-008 
66.06 -2.4395 -2.4395 1.79857e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.37942e-008 
66.07 -2.4395 -2.4395 1.75544e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.37506e-008 
66.08 -2.4395 -2.4395 1.71236e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.37029e-008 
66.09 -2.4395 -2.4395 1.66934e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.36511e-008 
66.1 -2.4395 -2.4395 1.62637e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.35953e-008 
66.11 -2.4395 -2.4395 1.58345e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.35353e-008 
66.12 -2.4395 -2.4395 1.54061e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.34714e-008 
66.13 -2.4395 -2.4395 1.49782e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.34035e-008 
66.14 -2.4395 -2.4395 1.45511e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.33315e-008 
66.15 -2.4395 -2.4395 1.41248e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.32557e-008 
66.16 -2.4395 -2.4395 1.36992e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.3176e-008 
66.17 -2.4395 -2.4395 1.32744e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.30924e-008 
66.18 -2.4395 -2.4395 1.28506e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.30049e-008 
66.19 -2.4395 -2.4395 1.24276e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.29136e-008 
66.2 -2.4395 -2.4395 1.20055e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.28185e-008 
66.21 -2.4395 -2.4395 1.15845e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.27196e-008 
66.22 -2.4395 -2.4395 1.11644e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.2617e-008 
66.23 -2.4395 -2.4395 1.07454e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.25107e-008 
66.24 -2.4395 -2.4395 1.03275e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.24006e-008 
66.25 -2.4395 -2.4395 9.91069e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.2287e-008 
66.26 -2.4395 -2.4395 9.49505e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.21697e-008 
66.27 -2.4395 -2.4395 9.08061e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.20489e-008 
66.28 -2.4395 -2.4395 8.66739e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.19244e-008 
66.29 -2.4395 -2.4395 8.25543e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.17965e-008 
66.3 -2.4395 -2.4395 7.84477e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.1665e-008 
66.31 -2.4395 -2.4395 7.43545e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.15301e-008 
66.32 -2.4395 -2.4395 7.02748e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.13918e-008 
66.33 -2.4395 -2.4395 6.62092e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.125e-008 
66.34 -2.4395 -2.4395 6.21579e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.11049e-008 
66.35 -2.4395 -2.4395 5.81212e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.09565e-008 
66.36 -2.4395 -2.4395 5.40995e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.08047e-008 
66.37 -2.4395 -2.4395 5.00931e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.06496e-008 
66.38 -2.4395 -2.4395 4.61023e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.04913e-008 
66.39 -2.4395 -2.4395 4.21274e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.03298e-008 
66.4 -2.4395 -2.4395 3.81688e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.01651e-008 
66.41 -2.4395 -2.4395 3.42268e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.99973e-008 
66.42 -2.4395 -2.4395 3.03016e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.98264e-008 
66.43 -2.4395 -2.4395 2.63936e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.96523e-008 
66.44 -2.4395 -2.4395 2.2503e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.94753e-008 
66.45 -2.4395 -2.4395 1.86302e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.92952e-008 
66.46 -2.4395 -2.4395 1.47755e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.91121e-008 
66.47 -2.4395 -2.4395 1.09391e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.89261e-008 
66.48 -2.4395 -2.4395 7.12132e-010 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.87371e-008 
66.49 -2.4395 -2.4395 3.32248e-010 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.85453e-008 
66.5 -2.4395 -2.4395 -4.57152e-011 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.83507e-008 
66.51 -2.4395 -2.4395 -4.21731e-010 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.81532e-008 
66.52 -2.4395 -2.4395 -7.95772e-010 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.7953e-008 
66.53 -2.4395 -2.4395 -1.16781e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.775e-008 
66.54 -2.4395 -2.4395 -1.53782e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.75443e-008 
66.55 -2.4395 -2.4395 -1.90578e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.73359e-008 
66.56 -2.4395 -2.4395 -2.27165e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.71249e-008 
66.57 -2.4395 -2.4395 -2.63542e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.69113e-008 
66.58 -2.4395 -2.4395 -2.99705e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.66951e-008 
66.59 -2.4395 -2.4395 -3.35653e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.64764e-008 
66.6 -2.4395 -2.4395 -3.71383e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.62552e-008 
66.61 -2.4395 -2.4395 -4.06892e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.60315e-008 
66.62 -2.4395 -2.4395 -4.42178e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.58053e-008 
66.63 -2.4395 -2.4395 -4.77239e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.55768e-008 
66.64 -2.4395 -2.4395 -5.12072e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.53459e-008 
66.65 -2.4395 -2.4395 -5.46675e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.51127e-008 
66.66 -2.4395 -2.4395 -5.81045e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.48772e-008 
66.67 -2.4395 -2.4395 -6.15182e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.46394e-008 
66.68 -2.4395 -2.4395 -6.49081e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.43994e-008 
66.69 -2.4395 -2.4395 -6.82742e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.41573e-008 
66.7 -2.4395 -2.4395 -7.16162e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.39129e-008 
66.71 -2.4395 -2.4395 -7.49339e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.36665e-008 
66.72 -2.4395 -2.4395 -7.82271e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.3418e-008 
66.73 -2.4395 -2.4395 -8.14956e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.31674e-008 
66.74 -2.4395 -2.4395 -8.47392e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.29148e-008 
66.75 -2.4395 -2.4395 -8.79576e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.26603e-008 
66.76 -2.4395 -2.4395 -9.11508e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.24038e-008 
66.77 -2.4395 -2.4395 -9.43185e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.21454e-008 
66.78 -2.4395 -2.4395 -9.74606e-009 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.18852e-008 
66.79 -2.4395 -2.4395 -1.00577e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.16231e-008 
66.8 -2.4395 -2.4395 -1.03667e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.13592e-008 
66.81 -2.4395 -2.4395 -1.06731e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.10936e-008 
66.82 -2.4395 -2.4395 -1.09769e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.08262e-008 
66.83 -2.4395 -2.4395 -1.1278e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.05571e-008 
66.84 -2.4395 -2.4395 -1.15764e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.02864e-008 
66.85 -2.4395 -2.4395 -1.18722e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.00141e-008 
66.86 -2.4395 -2.4395 -1.21652e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.97401e-008 
66.87 -2.4395 -2.4395 -1.24556e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.94647e-008 
66.88 -2.4395 -2.4395 -1.27432e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.91877e-008 
66.89 -2.4395 -2.4395 -1.3028e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.89092e-008 
66.9 -2.4395 -2.4395 -1.33101e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.86293e-008 
66.91 -2.4395 -2.4395 -1.35895e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.8348e-008 
66.92 -2.4395 -2.4395 -1.3866e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.80653e-008 
66.93 -2.4395 -2.4395 -1.41397e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.77813e-008 
66.94 -2.4395 -2.4395 -1.44107e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.7496e-008 
66.95 -2.4395 -2.4395 -1.46788e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.72094e-008 
66.96 -2.4395 -2.4395 -1.4944e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.69216e-008 
66.97 -2.4395 -2.4395 -1.52065e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.66326e-008 
66.98 -2.4395 -2.4395 -1.5466e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.63424e-008 
66.99 -2.4395 -2.4395 -1.57227e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.60511e-008 
67 -2.4395 -2.4395 -1.59765e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.57587e-008 
67.01 -2.4395 -2.4395 -1.62274e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.54653e-008 
67.02 -2.4395 -2.4395 -1.64754e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.51708e-008 
67.03 -2.4395 -2.4395 -1.67205e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.48753e-008 
67.04 -2.4395 -2.4395 -1.69627e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.45789e-008 
67.05 -2.4395 -2.4395 -1.72019e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.42815e-008 
67.06 -2.4395 -2.4395 -1.74382e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.39833e-008 
67.07 -2.4395 -2.4395 -1.76716e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.36843e-008 
67.08 -2.4395 -2.4395 -1.7902e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.33844e-008 
67.09 -2.4395 -2.4395 -1.81294e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.30837e-008 
67.1 -2.4395 -2.4395 -1.83538e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.27822e-008 
67.11 -2.4395 -2.4395 -1.85753e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.24801e-008 
67.12 -2.4395 -2.4395 -1.87938e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.21773e-008 
67.13 -2.4395 -2.4395 -1.90093e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.18738e-008 
67.14 -2.4395 -2.4395 -1.92218e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.15698e-008 
67.15 -2.4395 -2.4395 -1.94313e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.12651e-008 
67.16 -2.4395 -2.4395 -1.96378e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.09599e-008 
67.17 -2.4395 -2.4395 -1.98413e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.06541e-008 
67.18 -2.4395 -2.4395 -2.00418e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.03479e-008 
67.19 -2.4395 -2.4395 -2.02392e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.00413e-008 
67.2 -2.4395 -2.4395 -2.04336e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.97342e-008 
67.21 -2.4395 -2.4395 -2.0625e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.94267e-008 
67.22 -2.4395 -2.4395 -2.08133e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.91189e-008 
67.23 -2.4395 -2.4395 -2.09986e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.88108e-008 
67.24 -2.4395 -2.4395 -2.11809e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.85024e-008 
67.25 -2.4395 -2.4395 -2.13601e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.81937e-008 
67.26 -2.4395 -2.4395 -2.15363e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.78848e-008 
67.27 -2.4395 -2.4395 -2.17094e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.75757e-008 
67.28 -2.4395 -2.4395 -2.18795e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.72665e-008 
67.29 -2.4395 -2.4395 -2.20466e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.69571e-008 
67.3 -2.4395 -2.4395 -2.22105e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.66477e-008 
67.31 -2.4395 -2.4395 -2.23715e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.63382e-008 
67.32 -2.4395 -2.4395 -2.25293e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.60286e-008 
67.33 -2.4395 -2.4395 -2.26842e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.5719e-008 
67.34 -2.4395 -2.4395 -2.2836e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.54095e-008 
67.35 -2.4395 -2.4395 -2.29847e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.51001e-008 
67.36 -2.4395 -2.4395 -2.31304e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.47906e-008 
67.37 -2.4395 -2.4395 -2.3273e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.44814e-008 
67.38 -2.4395 -2.4395 -2.34126e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.41723e-008 
67.39 -2.4395 -2.4395 -2.35491e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.38634e-008 
67.4 -2.4395 -2.4395 -2.36826e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.35546e-008 
67.41 -2.4395 -2.4395 -2.38131e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.32462e-008 
67.42 -2.4395 -2.4395 -2.39405e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.29379e-008 
67.43 -2.4395 -2.4395 -2.40649e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.263e-008 
67.44 -2.4395 -2.4395 -2.41862e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.23224e-008 
67.45 -2.4395 -2.4395 -2.43045e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.20152e-008 
67.46 -2.4395 -2.4395 -2.44198e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.17084e-008 
67.47 -2.4395 -2.4395 -2.45321e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.14019e-008 
67.48 -2.4395 -2.4395 -2.46413e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.10959e-008 
67.49 -2.4395 -2.4395 -2.47476e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.07904e-008 
67.5 -2.4395 -2.4395 -2.48508e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.04854e-008 
67.51 -2.4395 -2.4395 -2.49511e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.01809e-008 
67.52 -2.4395 -2.4395 -2.50483e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -9.87693e-009 
67.53 -2.4395 -2.4395 -2.51426e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -9.5736e-009 
67.54 -2.4395 -2.4395 -2.52338e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -9.27082e-009 
67.55 -2.4395 -2.4395 -2.53221e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -8.9687e-009 
67.56 -2.4395 -2.4395 -2.54075e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -8.66722e-009 
67.57 -2.4395 -2.4395 -2.54898e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -8.36648e-009 
67.58 -2.4395 -2.4395 -2.55692e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -8.06639e-009 
67.59 -2.4395 -2.4395 -2.56457e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -7.76711e-009 
67.6 -2.4395 -2.4395 -2.57192e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -7.46853e-009 
67.61 -2.4395 -2.4395 -2.57897e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -7.17077e-009 
67.62 -2.4395 -2.4395 -2.58574e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -6.87386e-009 
67.63 -2.4395 -2.4395 -2.59221e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -6.57773e-009 
67.64 -2.4395 -2.4395 -2.59839e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -6.28254e-009 
67.65 -2.4395 -2.4395 -2.60428e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -5.98818e-009 
67.66 -2.4395 -2.4395 -2.60988e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -5.69475e-009 
67.67 -2.4395 -2.4395 -2.6152e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -5.40226e-009 
67.68 -2.4395 -2.4395 -2.62023e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -5.11074e-009 
67.69 -2.4395 -2.4395 -2.62497e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.82027e-009 
67.7 -2.4395 -2.4395 -2.62942e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.53074e-009 
67.71 -2.4395 -2.4395 -2.63359e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -4.24231e-009 
67.72 -2.4395 -2.4395 -2.63748e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.95488e-009 
67.73 -2.4395 -2.4395 -2.64108e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.66852e-009 
67.74 -2.4395 -2.4395 -2.64441e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.38332e-009 
67.75 -2.4395 -2.4395 -2.64745e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -3.09929e-009 
67.76 -2.4395 -2.4395 -2.65022e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.81635e-009 
67.77 -2.4395 -2.4395 -2.6527e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.53456e-009 
67.78 -2.4395 -2.4395 -2.65492e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -2.254e-009 
67.79 -2.4395 -2.4395 -2.65685e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.97469e-009 
67.8 -2.4395 -2.4395 -2.65851e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.69658e-009 
67.81 -2.4395 -2.4395 -2.6599e-008 -1.2976 1 0 6.93889e-018 1.2976 0 1.2976 -1.4197e-009 
