t 1 jL1 2 jL2 3 jV0300 
3.82e-006 4092.79 -22.0967 -11417 -65.5057 10000 22.0967 
3.83e-006 4112.28 -17.3499 -10361 -66.397 10000 17.3499 
3.84e-006 4127.03 -12.6352 -9291.28 -67.2204 10000 12.6352 
3.85e-006 4137.09 -7.95803 -8209.02 -67.9748 10000 7.95803 
3.86e-006 4142.49 -3.32389 -7115.31 -68.6593 10000 3.32389 
3.87e-006 4143.29 1.26197 -6011.26 -69.2728 10000 -1.26197 
3.88e-006 4139.53 5.79439 -4898.04 -69.8146 10000 -5.79439 
3.89e-006 4131.27 10.2683 -3776.78 -70.284 10000 -10.2683 
3.9e-006 4118.57 14.6787 -2648.65 -70.6801 10000 -14.6787 
3.91e-006 4101.5 19.0207 -1514.83 -71.0024 10000 -19.0207 
3.92e-006 4080.13 23.2897 -376.514 -71.2504 10000 -23.2897 
3.93e-006 4054.52 27.4811 765.117 -71.4237 10000 -27.4811 
3.94e-006 4024.78 31.5903 1908.86 -71.5218 10000 -31.5903 
3.95e-006 3990.97 35.6132 3053.51 -71.5445 10000 -35.6132 
3.96e-006 3953.18 39.5456 4197.85 -71.4916 10000 -39.5456 
3.97e-006 3911.52 43.3834 5340.69 -71.363 10000 -43.3834 
3.98e-006 3866.07 47.1227 6480.8 -71.1586 10000 -47.1227 
3.99e-006 3816.94 50.76 7616.97 -70.8784 10000 -50.76 
4e-006 3764.23 54.2916 8747.99 -70.5227 10000 -54.2916 
4.01e-006 3708.04 57.7143 9872.66 -70.0915 10000 -57.7143 
4.02e-006 3648.5 61.0247 10989.8 -69.5853 10000 -61.0247 
4.03e-006 3585.71 64.2198 12098.1 -69.0043 10000 -64.2198 
4.04e-006 3519.79 67.2969 13196.5 -68.3491 10000 -67.2969 
4.05e-006 3450.85 70.2532 14283.8 -67.6201 10000 -70.2532 
4.06e-006 3379.03 73.0863 15358.7 -66.8181 10000 -73.0863 
4.07e-006 3304.44 75.7938 16420.2 -65.9437 10000 -75.7938 
4.08e-006 3227.22 78.3736 17467.1 -64.9976 10000 -78.3736 
4.09e-006 3147.49 80.8238 18498.2 -63.9809 10000 -80.8238 
4.1e-006 3065.38 83.1426 19512.4 -62.8943 10000 -83.1426 
4.11e-006 2981.02 85.3284 20508.7 -61.739 10000 -85.3284 
4.12e-006 2894.56 87.3798 21485.8 -60.516 10000 -87.3798 
4.13e-006 2806.11 89.2958 22442.8 -59.2265 10000 -89.2958 
4.14e-006 2715.83 91.0752 23378.6 -57.8718 10000 -91.0752 
4.15e-006 2623.84 92.7173 24292.1 -56.4531 10000 -92.7173 
4.16e-006 2530.28 94.2214 25182.4 -54.9719 10000 -94.2214 
4.17e-006 2435.3 95.5871 26048.5 -53.4297 10000 -95.5871 
4.18e-006 2339.02 96.8142 26889.4 -51.828 10000 -96.8142 
4.19e-006 2241.6 97.9026 27704.1 -50.1683 10000 -97.9026 
4.2e-006 2143.16 98.8524 28491.7 -48.4524 10000 -98.8524 
4.21e-006 2043.85 99.664 29251.5 -46.682 10000 -99.664 
4.22e-006 1943.81 100.338 29982.4 -44.8589 10000 -100.338 
4.23e-006 1843.16 100.875 30683.7 -42.9849 10000 -100.875 
4.24e-006 1742.05 101.275 31354.6 -41.062 10000 -101.275 
4.25e-006 1640.62 101.541 31994.3 -39.0922 10000 -101.541 
4.26e-006 1539 101.672 32602.2 -37.0774 10000 -101.672 
4.27e-006 1437.32 101.671 33177.3 -35.0198 10000 -101.671 
4.28e-006 1335.71 101.539 33719.2 -32.9214 10000 -101.539 
4.29e-006 1234.3 101.277 34227.2 -30.7845 10000 -101.277 
4.3e-006 1133.23 100.889 34700.7 -28.6113 10000 -100.889 
4.31e-006 1032.61 100.374 35139.1 -26.4041 10000 -100.374 
4.32e-006 932.578 99.7368 35541.9 -24.1652 10000 -99.7368 
4.33e-006 833.248 98.9785 35908.6 -21.8968 10000 -98.9785 
4.34e-006 734.742 98.1018 36238.8 -19.6015 10000 -98.1018 
4.35e-006 637.177 97.1095 36532 -17.2815 10000 -97.1095 
4.36e-006 540.666 96.0041 36788 -14.9394 10000 -96.0041 
4.37e-006 445.322 94.7887 37006.2 -12.5777 10000 -94.7887 
4.38e-006 351.252 93.4662 37186.6 -10.1988 10000 -93.4662 
4.39e-006 258.561 92.0399 37328.7 -7.80525 10000 -92.0399 
4.4e-006 167.353 90.5129 37432.4 -5.39961 10000 -90.5129 
4.41e-006 77.7258 88.8887 37497.6 -2.98442 10000 -88.8887 
4.42e-006 -10.2257 87.1708 37524 -0.562265 10000 -87.1708 
4.43e-006 -96.4094 85.3628 37511.7 1.86427 10000 -85.3628 
4.44e-006 -180.737 83.4682 37460.5 4.2926 10000 -83.4682 
4.45e-006 -263.125 81.491 37370.4 6.72012 10000 -81.491 
4.46e-006 -343.491 79.435 37241.6 9.14424 10000 -79.435 
4.47e-006 -421.76 77.3041 37074 11.5623 10000 -77.3041 
4.48e-006 -497.859 75.1023 36867.8 13.9718 10000 -75.1023 
4.49e-006 -571.719 72.8337 36623.1 16.3701 10000 -72.8337 
4.5e-006 -643.275 70.5024 36340.2 18.7546 10000 -70.5024 
4.51e-006 -712.468 68.1127 36019.2 21.1228 10000 -68.1127 
4.52e-006 -779.241 65.6688 35660.6 23.472 10000 -65.6688 
4.53e-006 -843.542 63.1749 35264.5 25.7998 10000 -63.1749 
4.54e-006 -905.324 60.6354 34831.4 28.1036 10000 -60.6354 
4.55e-006 -964.543 58.0546 34361.7 30.381 10000 -58.0546 
4.56e-006 -1021.16 55.4369 33855.7 32.6294 10000 -55.4369 
4.57e-006 -1075.14 52.7867 33314.1 34.8464 10000 -52.7867 
4.58e-006 -1126.46 50.1083 32737.3 37.0297 10000 -50.1083 
4.59e-006 -1175.08 47.4062 32125.9 39.1767 10000 -47.4062 
4.6e-006 -1220.99 44.6847 31480.5 41.2853 10000 -44.6847 
4.61e-006 -1264.17 41.9483 30801.6 43.353 10000 -41.9483 
4.62e-006 -1304.61 39.2012 30090.1 45.3776 10000 -39.2012 
4.63e-006 -1342.3 36.4479 29346.6 47.357 10000 -36.4479 
4.64e-006 -1377.23 33.6927 28571.8 49.2889 10000 -33.6927 
4.65e-006 -1409.41 30.9398 27766.6 51.1712 10000 -30.9398 
4.66e-006 -1438.84 28.1935 26931.6 53.0019 10000 -28.1935 
4.67e-006 -1465.53 25.458 26067.9 54.7789 10000 -25.458 
4.68e-006 -1489.49 22.7374 25176.2 56.5003 10000 -22.7374 
4.69e-006 -1510.74 20.0358 24257.5 58.1641 10000 -20.0358 
4.7e-006 -1529.3 17.3573 23312.7 59.7686 10000 -17.3573 
4.71e-006 -1545.19 14.7058 22342.7 61.312 10000 -14.7058 
4.72e-006 -1558.46 12.0852 21348.6 62.7925 10000 -12.0852 
4.73e-006 -1569.12 9.49929 20331.4 64.2085 10000 -9.49929 
4.74e-006 -1577.21 6.95178 19292.1 65.5585 10000 -6.95178 
4.75e-006 -1582.78 4.44632 18231.8 66.8408 10000 -4.44632 
4.76e-006 -1585.87 1.98643 17151.5 68.0542 10000 -1.98643 
4.77e-006 -1586.53 -0.424438 16052.5 69.1972 10000 0.424438 
4.78e-006 -1584.8 -2.78296 14935.8 70.2685 10000 2.78296 
4.79e-006 -1580.75 -5.0859 13802.7 71.2669 10000 5.0859 
4.8e-006 -1574.42 -7.33016 12654.2 72.1914 10000 7.33016 
4.81e-006 -1565.88 -9.51274 11491.5 73.0407 10000 9.51274 
4.82e-006 -1555.2 -11.6308 10316 73.8141 10000 11.6308 
4.83e-006 -1542.44 -13.6815 9128.71 74.5105 10000 13.6815 
4.84e-006 -1527.66 -15.6622 7930.99 75.1293 10000 15.6622 
4.85e-006 -1510.94 -17.5706 6724.07 75.6695 10000 17.5706 
4.86e-006 -1492.36 -19.4041 5509.19 76.1307 10000 19.4041 
4.87e-006 -1471.98 -21.1606 4287.63 76.5123 10000 21.1606 
4.88e-006 -1449.89 -22.838 3060.68 76.8137 10000 22.838 
4.89e-006 -1426.17 -24.4344 1829.61 77.0347 10000 24.4344 
4.9e-006 -1400.89 -25.9479 595.714 77.1749 10000 25.9479 
4.91e-006 -1374.15 -27.3769 -639.712 77.234 10000 27.3769 
4.92e-006 -1346.03 -28.7198 -1875.37 77.2121 10000 28.7198 
4.93e-006 -1316.61 -29.9755 -3109.97 77.1091 10000 29.9755 
4.94e-006 -1285.99 -31.1425 -4342.2 76.9249 10000 31.1425 
4.95e-006 -1254.25 -32.2199 -5570.77 76.6599 10000 32.2199 
4.96e-006 -1221.48 -33.2068 -6794.39 76.3141 10000 33.2068 
4.97e-006 -1187.77 -34.1025 -8011.77 75.8879 10000 34.1025 
4.98e-006 -1153.22 -34.9062 -9221.63 75.3818 10000 34.9062 
4.99e-006 -1117.91 -35.6177 -10422.7 74.7962 10000 35.6177 
5e-006 -1081.95 -36.2365 -11613.7 74.1317 10000 36.2365 
5.01e-006 -1045.41 -36.7627 -12793.4 73.3889 10000 36.7627 
5.02e-006 -1008.4 -37.1961 -13960.5 72.5687 10000 37.1961 
5.03e-006 -971.012 -37.537 -15113.8 71.6718 10000 37.537 
5.04e-006 -933.331 -37.7858 -16252.1 70.6992 10000 37.7858 
5.05e-006 -895.451 -37.9429 -17374.1 69.6519 10000 37.9429 
5.06e-006 -857.465 -38.0088 -18478.8 68.5309 10000 38.0088 
5.07e-006 -819.462 -37.9846 -19564.9 67.3375 10000 37.9846 
5.08e-006 -781.532 -37.8709 -20631.2 66.0728 10000 37.8709 
5.09e-006 -743.765 -37.669 -21676.8 64.7382 10000 37.669 
5.1e-006 -706.248 -37.38 -22700.3 63.335 10000 37.38 
5.11e-006 -669.067 -37.0053 -23700.8 61.8649 10000 37.0053 
5.12e-006 -632.307 -36.5464 -24677.2 60.3292 10000 36.5464 
5.13e-006 -596.052 -36.005 -25628.5 58.7296 10000 36.005 
5.14e-006 -560.383 -35.3827 -26553.6 57.0678 10000 35.3827 
5.15e-006 -525.379 -34.6815 -27451.6 55.3456 10000 34.6815 
5.16e-006 -491.119 -33.9034 -28321.6 53.5648 10000 33.9034 
5.17e-006 -457.679 -33.0506 -29162.5 51.7272 10000 33.0506 
5.18e-006 -425.131 -32.1253 -29973.6 49.8348 10000 32.1253 
5.19e-006 -393.548 -31.1299 -30753.9 47.8895 10000 31.1299 
5.2e-006 -362.997 -30.0668 -31502.6 45.8936 10000 30.0668 
5.21e-006 -333.546 -28.9388 -32219 43.849 10000 28.9388 
5.22e-006 -305.257 -27.7484 -32902.2 41.758 10000 27.7484 
5.23e-006 -278.191 -26.4985 -33551.6 39.6228 10000 26.4985 
5.24e-006 -252.406 -25.1919 -34166.5 37.4456 10000 25.1919 
5.25e-006 -227.958 -23.8318 -34746.1 35.2288 10000 23.8318 
5.26e-006 -204.898 -22.421 -35290 32.9746 10000 22.421 
5.27e-006 -183.276 -20.9628 -35797.5 30.6857 10000 20.9628 
5.28e-006 -163.136 -19.4604 -36268.1 28.3642 10000 19.4604 
5.29e-006 -144.521 -17.9171 -36701.3 26.0128 10000 17.9171 
5.3e-006 -127.47 -16.3361 -37096.6 23.6339 10000 16.3361 
5.31e-006 -112.02 -14.7211 -37453.6 21.2301 10000 14.7211 
5.32e-006 -98.2015 -13.0753 -37772 18.8039 10000 13.0753 
5.33e-006 -86.0442 -11.4024 -38051.3 16.3579 10000 11.4024 
5.34e-006 -75.5731 -9.70585 -38291.4 13.8948 10000 9.70585 
5.35e-006 -66.8099 -7.98927 -38491.9 11.4171 10000 7.98927 
5.36e-006 -59.7725 -6.25629 -38652.7 8.92748 10000 6.25629 
5.37e-006 -54.4755 -4.51055 -38773.6 6.42863 10000 4.51055 
5.38e-006 -50.9295 -2.75573 -38854.4 3.92318 10000 2.75573 
5.39e-006 -49.1416 -0.9955 -38895.1 1.41382 10000 0.9955 
5.4e-006 -49.1152 0.766443 -38895.6 -1.09678 10000 -0.766443 
5.41e-006 -50.8499 2.52641 -38856 -3.60594 10000 -2.52641 
5.42e-006 -54.3418 4.2807 -38776.2 -6.11099 10000 -4.2807 
5.43e-006 -59.5832 6.02565 -38656.4 -8.60926 10000 -6.02565 
5.44e-006 -66.5626 7.75759 -38496.8 -11.0981 10000 -7.75759 
5.45e-006 -75.2651 9.47287 -38297.4 -13.5748 10000 -9.47287 
5.46e-006 -85.6721 11.1679 -38058.5 -16.0368 10000 -11.1679 
5.47e-006 -97.7612 12.8391 -37780.4 -18.4814 10000 -12.8391 
5.48e-006 -111.507 14.4828 -37463.3 -20.9061 10000 -14.4828 
5.49e-006 -126.879 16.0957 -37107.7 -23.3083 10000 -16.0957 
5.5e-006 -143.846 17.6742 -36713.8 -25.6853 10000 -17.6742 
5.51e-006 -162.371 19.2149 -36282.1 -28.0347 10000 -19.2149 
5.52e-006 -182.414 20.7146 -35813.1 -30.354 10000 -20.7146 
5.53e-006 -203.933 22.1699 -35307.3 -32.6408 10000 -22.1699 
5.54e-006 -226.881 23.5777 -34765.1 -34.8925 10000 -23.5777 
5.55e-006 -251.21 24.9347 -34187.3 -37.1068 10000 -24.9347 
5.56e-006 -276.866 26.2381 -33574.4 -39.2814 10000 -26.2381 
5.57e-006 -303.794 27.4847 -32927.1 -41.4139 10000 -27.4847 
5.58e-006 -331.937 28.6718 -32246 -43.5021 10000 -28.6718 
5.59e-006 -361.233 29.7966 -31532 -45.5438 10000 -29.7966 
5.6e-006 -391.618 30.8563 -30785.7 -47.5369 10000 -30.8563 
5.61e-006 -423.025 31.8485 -30007.9 -49.4791 10000 -31.8485 
5.62e-006 -455.387 32.7706 -29199.6 -51.3686 10000 -32.7706 
5.63e-006 -488.631 33.6203 -28361.4 -53.2032 10000 -33.6203 
5.64e-006 -522.684 34.3954 -27494.5 -54.9811 10000 -34.3954 
5.65e-006 -557.47 35.0938 -26599.6 -56.7003 10000 -35.0938 
5.66e-006 -592.911 35.7134 -25677.7 -58.3592 10000 -35.7134 
5.67e-006 -628.927 36.2525 -24729.8 -59.9559 10000 -36.2525 
5.68e-006 -665.438 36.7092 -23756.9 -61.4888 10000 -36.7092 
5.69e-006 -702.359 37.082 -22760.1 -62.9562 10000 -37.082 
5.7e-006 -739.606 37.3694 -21740.4 -64.3568 10000 -37.3694 
5.71e-006 -777.093 37.57 -20698.9 -65.6889 10000 -37.57 
5.72e-006 -814.733 37.6828 -19636.6 -66.9512 10000 -37.6828 
5.73e-006 -852.436 37.7066 -18554.8 -68.1425 10000 -37.7066 
5.74e-006 -890.114 37.6406 -17454.6 -69.2615 10000 -37.6406 
5.75e-006 -927.675 37.4839 -16337.1 -70.307 10000 -37.4839 
5.76e-006 -965.031 37.2361 -15203.6 -71.278 10000 -37.2361 
5.77e-006 -1002.09 36.8966 -14055.2 -72.1735 10000 -36.8966 
5.78e-006 -1038.75 36.4652 -12893.1 -72.9927 10000 -36.4652 
5.79e-006 -1074.94 35.9416 -11718.6 -73.7346 10000 -35.9416 
5.8e-006 -1110.55 35.3259 -10532.9 -74.3985 10000 -35.3259 
5.81e-006 -1145.49 34.6183 -9337.23 -74.9839 10000 -34.6183 
5.82e-006 -1179.68 33.8191 -8132.93 -75.4901 10000 -33.8191 
5.83e-006 -1213.02 32.9287 -6921.23 -75.9166 10000 -32.9287 
5.84e-006 -1245.41 31.9477 -5703.4 -76.2631 10000 -31.9477 
5.85e-006 -1276.78 30.8769 -4480.75 -76.5293 10000 -30.8769 
5.86e-006 -1307.03 29.7173 -3254.54 -76.7149 10000 -29.7173 
5.87e-006 -1336.07 28.4699 -2026.07 -76.8199 10000 -28.4699 
5.88e-006 -1363.81 27.136 -796.63 -76.8441 10000 -27.136 
5.89e-006 -1390.17 25.7168 432.485 -76.7877 10000 -25.7168 
5.9e-006 -1415.07 24.214 1659.99 -76.6507 10000 -24.214 
5.91e-006 -1438.42 22.6293 2884.59 -76.4334 10000 -22.6293 
5.92e-006 -1460.14 20.9643 4105.02 -76.1361 10000 -20.9643 
5.93e-006 -1480.15 19.2211 5319.98 -75.7591 10000 -19.2211 
5.94e-006 -1498.38 17.4018 6528.22 -75.303 10000 -17.4018 
5.95e-006 -1514.74 15.5086 7728.46 -74.7684 10000 -15.5086 
5.96e-006 -1529.18 13.5439 8919.47 -74.1558 10000 -13.5439 
5.97e-006 -1541.61 11.5102 10100 -73.466 10000 -11.5102 
5.98e-006 -1551.97 9.41004 11268.8 -72.6998 10000 -9.41004 
5.99e-006 -1560.19 7.24628 12424.7 -71.8582 10000 -7.24628 
6e-006 -1566.22 5.02175 13566.5 -70.942 10000 -5.02175 
6.01e-006 -1569.99 2.73946 14692.9 -69.9524 10000 -2.73946 
6.02e-006 -1571.45 0.402511 15802.9 -68.8905 10000 -0.402511 
6.03e-006 -1570.54 -1.98588 16895.3 -67.7575 10000 1.98588 
6.04e-006 -1567.22 -4.4224 17968.9 -66.5547 10000 4.4224 
6.05e-006 -1561.44 -6.9036 19022.7 -65.2835 10000 6.9036 
6.06e-006 -1553.15 -9.42598 20055.5 -63.9452 10000 9.42598 
6.07e-006 -1542.32 -11.9859 21066.4 -62.5415 10000 11.9859 
6.08e-006 -1528.91 -14.5797 22054.2 -61.0738 10000 14.5797 
6.09e-006 -1512.89 -17.2036 23018 -59.5439 10000 17.2036 
6.1e-006 -1494.23 -19.8537 23956.8 -57.9534 10000 19.8537 
6.11e-006 -1472.91 -22.5261 24869.6 -56.3041 10000 22.5261 
6.12e-006 -1448.9 -25.2167 25755.5 -54.5978 10000 25.2167 
6.13e-006 -1422.2 -27.9216 26613.7 -52.8365 10000 27.9216 
6.14e-006 -1392.79 -30.6366 27443.2 -51.0221 10000 30.6366 
6.15e-006 -1360.65 -33.3576 28243.2 -49.1566 10000 33.3576 
6.16e-006 -1325.8 -36.0803 29012.9 -47.242 10000 36.0803 
6.17e-006 -1288.22 -38.8005 29751.6 -45.2805 10000 38.8005 
6.18e-006 -1247.93 -41.5139 30458.5 -43.2743 10000 41.5139 
6.19e-006 -1204.93 -44.2162 31132.9 -41.2254 10000 44.2162 
6.2e-006 -1159.23 -46.9032 31774.1 -39.1363 10000 46.9032 
6.21e-006 -1110.86 -49.5704 32381.6 -37.0091 10000 49.5704 
6.22e-006 -1059.83 -52.2135 32954.8 -34.8462 10000 52.2135 
6.23e-006 -1006.18 -54.8282 33493.1 -32.65 10000 54.8282 
6.24e-006 -949.926 -57.4102 33995.9 -30.4228 10000 57.4102 
6.25e-006 -891.113 -59.955 34462.9 -28.1671 10000 59.955 
6.26e-006 -829.778 -62.4585 34893.5 -25.8853 10000 62.4585 
6.27e-006 -765.964 -64.9163 35287.4 -23.5799 10000 64.9163 
6.28e-006 -699.719 -67.3241 35644.2 -21.2535 10000 67.3241 
6.29e-006 -631.095 -69.6778 35963.7 -18.9084 10000 69.6778 
6.3e-006 -560.15 -71.9731 36245.4 -16.5473 10000 71.9731 
6.31e-006 -486.944 -74.206 36489.3 -14.1727 10000 74.206 
6.32e-006 -411.541 -76.3724 36695.1 -11.7872 10000 76.3724 
6.33e-006 -334.009 -78.4682 36862.6 -9.39334 10000 78.4682 
6.34e-006 -254.423 -80.4895 36991.8 -6.99367 10000 80.4895 
6.35e-006 -172.859 -82.4325 37082.6 -4.59077 10000 82.4325 
6.36e-006 -89.3957 -84.2933 37134.9 -2.18722 10000 84.2933 
6.37e-006 -4.119 -86.0682 37148.7 0.214403 10000 86.0682 
6.38e-006 82.8838 -87.7537 37124.2 2.61154 10000 87.7537 
6.39e-006 171.521 -89.3462 37061.4 5.00163 10000 89.3462 
6.4e-006 261.698 -90.8423 36960.4 7.38214 10000 90.8423 
6.41e-006 353.317 -92.2387 36821.4 9.75053 10000 92.2387 
6.42e-006 446.276 -93.5321 36644.7 12.1043 10000 93.5321 
6.43e-006 540.47 -94.7196 36430.4 14.441 10000 94.7196 
6.44e-006 635.792 -95.7981 36178.9 16.758 10000 95.7981 
6.45e-006 732.131 -96.7649 35890.6 19.0531 10000 96.7649 
6.46e-006 829.374 -97.6171 35565.7 21.3237 10000 97.6171 
6.47e-006 927.405 -98.3524 35204.8 23.5674 10000 98.3524 
6.48e-006 1026.11 -98.9681 34808.1 25.7821 10000 98.9681 
6.49e-006 1125.36 -99.4622 34376.4 27.9652 10000 99.4622 
6.5e-006 1225.03 -99.8324 33910 30.1145 10000 99.8324 
6.51e-006 1325.01 -100.077 33409.5 32.2279 10000 100.077 
6.52e-006 1425.16 -100.194 32875.5 34.3031 10000 100.194 
6.53e-006 1525.36 -100.181 32308.7 36.3379 10000 100.181 
6.54e-006 1625.47 -100.038 31709.7 38.3303 10000 100.038 
6.55e-006 1725.37 -99.7624 31079.2 40.2783 10000 99.7624 
6.56e-006 1824.92 -99.3538 30418 42.1797 10000 99.3538 
6.57e-006 1923.98 -98.811 29726.7 44.0328 10000 98.811 
6.58e-006 2022.43 -98.1331 29006.3 45.8355 10000 98.1331 
6.59e-006 2120.13 -97.3196 28257.5 47.5861 10000 97.3196 
6.6e-006 2216.94 -96.37 27481.1 49.2829 10000 96.37 
6.61e-006 2312.72 -95.2841 26678 50.924 10000 95.2841 
6.62e-006 2407.35 -94.0617 25849.2 52.5079 10000 94.0617 
6.63e-006 2500.67 -92.703 24995.6 54.033 10000 92.703 
6.64e-006 2592.56 -91.2083 24118.1 55.4978 10000 91.2083 
6.65e-006 2682.89 -89.5779 23217.7 56.9009 10000 89.5779 
6.66e-006 2771.5 -87.8126 22295.4 58.2408 10000 87.8126 
6.67e-006 2858.28 -85.9133 21352.3 59.5163 10000 85.9133 
6.68e-006 2943.09 -83.8809 20389.3 60.7262 10000 83.8809 
6.69e-006 3025.79 -81.7167 19407.5 61.8693 10000 81.7167 
6.7e-006 3106.26 -79.422 18408 62.9446 10000 79.422 
6.71e-006 3184.36 -76.9986 17392 63.951 10000 76.9986 
6.72e-006 3259.96 -74.448 16360.4 64.8876 10000 74.448 
6.73e-006 3332.95 -71.7724 15314.5 65.7536 10000 71.7724 
6.74e-006 3403.19 -68.9737 14255.4 66.5483 10000 68.9737 
6.75e-006 3470.57 -66.0545 13184.1 67.2708 10000 66.0545 
6.76e-006 3534.96 -63.017 12102 67.9208 10000 63.017 
6.77e-006 3596.26 -59.8641 11010.1 68.4975 10000 59.8641 
6.78e-006 3654.33 -56.5985 9909.59 69.0006 10000 56.5985 
6.79e-006 3709.08 -53.2234 8801.71 69.4298 10000 53.2234 
6.8e-006 3760.4 -49.7417 7687.61 69.7847 10000 49.7417 
6.81e-006 3808.18 -46.157 6568.49 70.0651 10000 46.157 
6.82e-006 3852.32 -42.4728 5445.54 70.2709 10000 42.4728 
6.83e-006 3892.72 -38.6926 4319.95 70.4022 10000 38.6926 
6.84e-006 3929.29 -34.8203 3192.92 70.4589 10000 34.8203 
6.85e-006 3961.94 -30.8599 2065.64 70.4411 10000 30.8599 
6.86e-006 3990.58 -26.8156 939.288 70.3492 10000 26.8156 
6.87e-006 4015.14 -22.6915 -184.937 70.1833 10000 22.6915 
6.88e-006 4035.52 -18.4921 -1305.86 69.9439 10000 18.4921 
6.89e-006 4051.67 -14.2219 -2422.31 69.6314 10000 14.2219 
6.9e-006 4063.52 -9.88561 -3533.12 69.2463 10000 9.88561 
6.91e-006 4070.99 -5.48794 -4637.13 68.7892 10000 5.48794 
6.92e-006 4074.03 -1.03381 -5733.2 68.2609 10000 1.03381 
6.93e-006 4072.59 3.47176 -6820.2 67.662 10000 -3.47176 
6.94e-006 4066.62 8.02367 -7897 66.9935 10000 -8.02367 
6.95e-006 4056.07 12.6167 -8962.49 66.2561 10000 -12.6167 
6.96e-006 4040.91 17.2455 -10015.6 65.451 10000 -17.2455 
6.97e-006 4021.11 21.9048 -11055.2 64.5792 10000 -21.9048 
6.98e-006 3996.63 26.589 -12080.3 63.6418 10000 -26.589 
6.99e-006 3967.45 31.2926 -13089.9 62.6399 10000 -31.2926 
7e-006 3933.57 36.01 -14082.8 61.5749 10000 -36.01 
7.01e-006 3894.96 40.7356 -15058.2 60.4481 10000 -40.7356 
7.02e-006 3851.62 45.4635 -16015 59.2608 10000 -45.4635 
7.03e-006 3803.56 50.188 -16952.3 58.0146 10000 -50.188 
7.04e-006 3750.78 54.9033 -17869.1 56.7108 10000 -54.9033 
7.05e-006 3693.29 59.6035 -18764.6 55.3512 10000 -59.6035 
7.06e-006 3631.11 64.2828 -19637.8 53.9374 10000 -64.2828 
7.07e-006 3564.26 68.9353 -20488 52.4709 10000 -68.9353 
7.08e-006 3492.78 73.5551 -21314.2 50.9536 10000 -73.5551 
7.09e-006 3416.71 78.1362 -22115.8 49.3873 10000 -78.1362 
7.1e-006 3336.07 82.6729 -22891.8 47.7737 10000 -82.6729 
7.11e-006 3250.93 87.1591 -23641.7 46.1148 10000 -87.1591 
7.12e-006 3161.32 91.589 -24364.6 44.4125 10000 -91.589 
7.13e-006 3067.33 95.9567 -25059.9 42.6688 10000 -95.9567 
7.14e-006 2969 100.257 -25726.9 40.8856 10000 -100.257 
7.15e-006 2866.41 104.483 -26365.1 39.065 10000 -104.483 
7.16e-006 2759.64 108.629 -26973.9 37.2092 10000 -108.629 
7.17e-006 2648.77 112.691 -27552.7 35.3202 10000 -112.691 
7.18e-006 2533.89 116.662 -28100.9 33.4001 10000 -116.662 
7.19e-006 2415.09 120.536 -28618.2 31.4512 10000 -120.536 
7.2e-006 2292.47 124.309 -29104.1 29.4756 10000 -124.309 
7.21e-006 2166.13 127.975 -29558.1 27.4755 10000 -127.975 
7.22e-006 2036.2 131.529 -29980 25.4533 10000 -131.529 
7.23e-006 1902.77 134.965 -30369.3 23.4111 10000 -134.965 
7.24e-006 1765.97 138.279 -30725.7 21.3512 10000 -138.279 
7.25e-006 1625.93 141.465 -31049.1 19.2759 10000 -141.465 
7.26e-006 1482.77 144.519 -31339.2 17.1875 10000 -144.519 
7.27e-006 1336.64 147.436 -31595.7 15.0883 10000 -147.436 
7.28e-006 1187.66 150.211 -31818.6 12.9807 10000 -150.211 
7.29e-006 1035.99 152.84 -32007.7 10.8668 10000 -152.84 
7.3e-006 881.778 155.319 -32162.9 8.74905 10000 -155.319 
7.31e-006 725.167 157.643 -32284.3 6.62972 10000 -157.643 
7.32e-006 566.319 159.81 -32371.7 4.51112 10000 -159.81 
7.33e-006 405.394 161.814 -32425.2 2.39553 10000 -161.814 
7.34e-006 242.556 163.652 -32445 0.285234 10000 -163.652 
7.35e-006 77.9721 165.321 -32431 -1.81751 10000 -165.321 
7.36e-006 -88.1859 166.817 -32383.5 -3.91045 10000 -166.817 
7.37e-006 -255.744 168.138 -32302.6 -5.99135 10000 -168.138 
7.38e-006 -424.525 169.28 -32188.6 -8.05801 10000 -169.28 
7.39e-006 -594.348 170.241 -32041.6 -10.1082 10000 -170.241 
7.4e-006 -765.032 171.018 -31861.9 -12.1399 10000 -171.018 
7.41e-006 -936.391 171.609 -31650 -14.1508 10000 -171.609 
7.42e-006 -1108.24 172.013 -31406 -16.1388 10000 -172.013 
7.43e-006 -1280.38 172.226 -31130.5 -18.102 10000 -172.226 
7.44e-006 -1452.64 172.247 -30823.8 -20.0383 10000 -172.247 
7.45e-006 -1624.81 172.076 -30486.4 -21.9456 10000 -172.076 
7.46e-006 -1796.7 171.71 -30118.7 -23.822 10000 -171.71 
7.47e-006 -1968.11 171.149 -29721.3 -25.6656 10000 -171.149 
7.48e-006 -2138.86 170.391 -29294.6 -27.4745 10000 -170.391 
7.49e-006 -2308.74 169.437 -28839.4 -29.2469 10000 -169.437 
7.5e-006 -2477.57 168.287 -28356.1 -30.981 10000 -168.287 
7.51e-006 -2645.13 166.939 -27845.5 -32.6751 10000 -166.939 
7.52e-006 -2811.23 165.394 -27308.1 -34.3275 10000 -165.394 
7.53e-006 -2975.68 163.653 -26744.6 -35.9365 10000 -163.653 
