t 1 2 3 jL1 jL2 jV0300 
3.9e-06 4120.04 -2761.74 10000 14.2406 -70.6438 -14.2406
3.91e-06 4103.4 -1628.44 10000 18.5897 -70.9735 -18.5897
3.92e-06 4082.45 -490.514 10000 22.8662 -71.229 -22.8662
3.93e-06 4057.27 650.839 10000 27.0655 -71.4098 -27.0655
3.94e-06 4027.94 1794.42 10000 31.1832 -71.5154 -31.1832
3.95e-06 3994.53 2939.04 10000 35.215 -71.5457 -35.215
3.96e-06 3957.14 4083.47 10000 39.1565 -71.5003 -39.1565
3.97e-06 3915.86 5226.51 10000 43.004 -71.3793 -43.004
3.98e-06 3870.78 6366.94 10000 46.7533 -71.1824 -46.7533
3.99e-06 3822.01 7503.56 10000 50.401 -70.9098 -50.401
4e-06 3769.66 8635.16 10000 53.9433 -70.5616 -53.9433
4.01e-06 3713.81 9760.51 10000 57.377 -70.138 -57.377
4.02e-06 3654.6 10878.4 10000 60.6988 -69.6393 -60.6988
4.03e-06 3592.13 11987.7 10000 63.9056 -69.0657 -63.9056
4.04e-06 3526.51 13087.2 10000 66.9946 -68.4179 -66.9946
4.05e-06 3457.88 14175.6 10000 69.9631 -67.6963 -69.9631
4.06e-06 3386.34 15251.8 10000 72.8086 -66.9016 -72.8086
4.07e-06 3312.02 16314.7 10000 75.5288 -66.0344 -75.5288
4.08e-06 3235.06 17363.1 10000 78.1214 -65.0954 -78.1214
4.09e-06 3155.57 18395.8 10000 80.5846 -64.0857 -80.5846
4.1e-06 3073.69 19411.8 10000 82.9166 -63.0061 -82.9166
4.11e-06 2989.56 20409.9 10000 85.1158 -61.8576 -85.1158
4.12e-06 2903.29 21389 10000 87.1808 -60.6413 -87.1808
4.13e-06 2815.04 22348.1 10000 89.1103 -59.3584 -89.1103
4.14e-06 2724.93 23286 10000 90.9034 -58.0101 -90.9034
4.15e-06 2633.11 24201.8 10000 92.5593 -56.5978 -92.5593
4.16e-06 2539.7 25094.5 10000 94.0772 -55.1228 -94.0772
4.17e-06 2444.85 25963 10000 95.4568 -53.5866 -95.4568
4.18e-06 2348.7 26806.4 10000 96.6977 -51.9908 -96.6977
4.19e-06 2251.39 27623.8 10000 97.8 -50.3368 -97.8
4.2e-06 2153.05 28414.2 10000 98.7637 -48.6265 -98.7637
4.21e-06 2053.82 29176.8 10000 99.5891 -46.8614 -99.5891
4.22e-06 1953.84 29910.6 10000 100.277 -45.0435 -100.277
4.23e-06 1853.25 30615 10000 100.827 -43.1745 -100.827
4.24e-06 1752.18 31288.9 10000 101.241 -41.2564 -101.241
4.25e-06 1650.78 31931.8 10000 101.52 -39.2912 -101.52
4.26e-06 1549.17 32542.8 10000 101.665 -37.2808 -101.665
4.27e-06 1447.48 33121.3 10000 101.677 -35.2274 -101.677
4.28e-06 1345.86 33666.6 10000 101.558 -33.133 -101.558
4.29e-06 1244.43 34178 10000 101.309 -30.9999 -101.309
4.3e-06 1143.32 34654.9 10000 100.933 -28.8302 -100.933
4.31e-06 1042.65 35096.9 10000 100.431 -26.6263 -100.431
4.32e-06 942.552 35503.2 10000 99.806 -24.3904 -99.806
4.33e-06 843.146 35873.6 10000 99.0597 -22.1249 -99.0597
4.34e-06 744.553 36207.4 10000 98.1948 -19.8321 -98.1948
4.35e-06 646.888 36504.4 10000 97.2138 -17.5145 -97.2138
4.36e-06 550.267 36764.1 10000 96.1196 -15.1746 -96.1196
4.37e-06 454.801 36986.1 10000 94.9151 -12.8147 -94.9151
4.38e-06 360.598 37170.3 10000 93.6032 -10.4374 -93.6032
4.39e-06 267.765 37316.2 10000 92.1871 -8.04519 -92.1871
4.4e-06 176.405 37423.8 10000 90.67 -5.64064 -90.67
4.41e-06 86.6146 37492.8 10000 89.0554 -3.22629 -89.0554
4.42e-06 -1.50864 37523.1 10000 87.3467 -0.804721 -87.3467
4.43e-06 -87.8731 37514.7 10000 85.5475 1.6215 -85.5475
4.44e-06 -172.39 37467.3 10000 83.6615 4.04976 -83.6615
4.45e-06 -254.975 37381.2 10000 81.6923 6.47748 -81.6923
4.46e-06 -335.548 37256.2 10000 79.644 8.90205 -79.644
4.47e-06 -414.03 37092.5 10000 77.5204 11.3209 -77.5204
4.48e-06 -490.349 36890.1 10000 75.3255 13.7313 -75.3255
4.49e-06 -564.435 36649.3 10000 73.0634 16.1309 -73.0634
4.5e-06 -636.225 36370.2 10000 70.7383 18.5169 -70.7383
4.51e-06 -705.657 36053 10000 68.3542 20.8868 -68.3542
4.52e-06 -772.674 35698.1 10000 65.9155 23.238 -65.9155
4.53e-06 -837.224 35305.8 10000 63.4264 25.5681 -63.4264
4.54e-06 -899.26 34876.4 10000 60.8913 27.8744 -60.8913
4.55e-06 -958.737 34410.3 10000 58.3144 30.1545 -58.3144
4.56e-06 -1015.62 33907.9 10000 55.7002 32.4059 -55.7002
4.57e-06 -1069.86 33369.9 10000 53.0531 34.6262 -53.0531
4.58e-06 -1121.45 32796.6 10000 50.3773 36.8129 -50.3773
4.59e-06 -1170.34 32188.6 10000 47.6774 38.9637 -47.6774
4.6e-06 -1216.52 31546.5 10000 44.9576 41.0762 -44.9576
4.61e-06 -1259.98 30871 10000 42.2225 43.1481 -42.2225
4.62e-06 -1300.69 30162.7 10000 39.4763 45.1772 -39.4763
4.63e-06 -1338.65 29422.4 10000 36.7234 47.1612 -36.7234
4.64e-06 -1373.86 28650.7 10000 33.9682 49.0979 -33.9682
4.65e-06 -1406.32 27848.4 10000 31.2149 50.9853 -31.2149
4.66e-06 -1436.02 27016.4 10000 28.4677 52.8212 -28.4677
4.67e-06 -1462.98 26155.6 10000 25.7309 54.6037 -25.7309
4.68e-06 -1487.21 25266.6 10000 23.0087 56.3307 -23.0087
4.69e-06 -1508.73 24350.6 10000 20.305 58.0004 -20.305
4.7e-06 -1527.56 23408.3 10000 17.624 59.6109 -17.624
4.71e-06 -1543.72 22440.8 10000 14.9696 61.1605 -14.9696
4.72e-06 -1557.25 21449.1 10000 12.3458 62.6473 -12.3458
4.73e-06 -1568.17 20434.1 10000 9.75621 64.0699 -9.75621
4.74e-06 -1576.51 19397 10000 7.2047 65.4265 -7.2047
4.75e-06 -1582.34 18338.7 10000 4.69487 66.7157 -4.69487
4.76e-06 -1585.67 17260.4 10000 2.23027 67.936 -2.23027
4.77e-06 -1586.57 16163.2 10000 -0.185653 69.0861 0.185653
4.78e-06 -1585.08 15048.3 10000 -2.54955 70.1646 2.54955
4.79e-06 -1581.25 13916.7 10000 -4.8582 71.1704 4.8582
4.8e-06 -1575.15 12769.7 10000 -7.10847 72.1023 7.10847
4.81e-06 -1566.84 11608.4 10000 -9.29734 72.9592 9.29734
4.82e-06 -1556.36 10434.1 10000 -11.4219 73.7402 11.4219
4.83e-06 -1543.81 9247.92 10000 -13.4795 74.4444 13.4795
4.84e-06 -1529.23 8051.2 10000 -15.4674 75.0709 15.4674
4.85e-06 -1512.7 6845.14 10000 -17.383 75.6191 17.383
4.86e-06 -1494.3 5631 10000 -19.2242 76.0882 19.2242
4.87e-06 -1474.1 4410.05 10000 -20.9885 76.4777 20.9885
4.88e-06 -1452.17 3183.58 10000 -22.6739 76.7872 22.6739
4.89e-06 -1428.61 1952.86 10000 -24.2784 77.0162 24.2784
4.9e-06 -1403.49 719.194 10000 -25.8003 77.1645 25.8003
4.91e-06 -1376.89 -516.137 10000 -27.2378 77.2318 27.2378
4.92e-06 -1348.9 -1751.83 10000 -28.5895 77.218 28.5895
4.93e-06 -1319.61 -2986.59 10000 -29.8539 77.123 29.8539
4.94e-06 -1289.1 -4219.12 10000 -31.0298 76.947 31.0298
4.95e-06 -1257.47 -5448.11 10000 -32.1163 76.69 32.1163
4.96e-06 -1224.8 -6672.29 10000 -33.1122 76.3523 33.1122
4.97e-06 -1191.18 -7890.35 10000 -34.017 75.9342 34.017
4.98e-06 -1156.71 -9101.02 10000 -34.83 75.436 34.83
4.99e-06 -1121.47 -10303 10000 -35.5507 74.8583 35.5507
5e-06 -1085.57 -11495.1 10000 -36.1788 74.2017 36.1788
5.01e-06 -1049.09 -12675.9 10000 -36.7142 73.4667 36.7142
5.02e-06 -1012.12 -13844.4 10000 -37.1569 72.6542 37.1569
5.03e-06 -974.766 -14999.1 10000 -37.5071 71.7649 37.5071
5.04e-06 -937.11 -16138.9 10000 -37.7651 70.7999 37.7651
5.05e-06 -899.246 -17262.7 10000 -37.9313 69.76 37.9313
5.06e-06 -861.266 -18369.1 10000 -38.0063 68.6463 38.0063
5.07e-06 -823.26 -19457.1 10000 -37.991 67.46 37.991
5.08e-06 -785.319 -20525.5 10000 -37.8863 66.2024 37.8863
5.09e-06 -747.532 -21573.2 10000 -37.6931 64.8747 37.6931
5.1e-06 -709.986 -22599 10000 -37.4128 63.4784 37.4128
5.11e-06 -672.768 -23601.8 10000 -37.0466 62.0149 37.0466
5.12e-06 -635.962 -24580.7 10000 -36.5961 60.4857 36.5961
5.13e-06 -599.653 -25534.5 10000 -36.0628 58.8924 36.0628
5.14e-06 -563.921 -26462.3 10000 -35.4485 57.2368 35.4485
5.15e-06 -528.847 -27363.1 10000 -34.7551 55.5205 34.7551
5.16e-06 -494.51 -28235.9 10000 -33.9846 53.7454 33.9846
5.17e-06 -460.984 -29079.8 10000 -33.1392 51.9134 33.1392
5.18e-06 -428.344 -29893.8 10000 -32.221 50.0264 32.221
5.19e-06 -396.661 -30677.3 10000 -31.2325 48.0864 31.2325
5.2e-06 -366.004 -31429.2 10000 -30.1761 46.0954 30.1761
5.21e-06 -336.44 -32148.8 10000 -29.0544 44.0556 29.0544
5.22e-06 -308.031 -32835.4 10000 -27.8701 41.9692 27.8701
5.23e-06 -280.841 -33488.2 10000 -26.6261 39.8382 26.6261
5.24e-06 -254.926 -34106.6 10000 -25.3251 37.6651 25.3251
5.25e-06 -230.342 -34689.8 10000 -23.9701 35.4522 23.9701
5.26e-06 -207.141 -35237.3 10000 -22.5643 33.2017 22.5643
5.27e-06 -185.372 -35748.4 10000 -21.1107 30.9161 21.1107
5.28e-06 -165.082 -36222.7 10000 -19.6125 28.5977 19.6125
5.29e-06 -146.313 -36659.7 10000 -18.0731 26.2492 18.0731
5.3e-06 -129.104 -37058.8 10000 -16.4958 23.873 16.4958
5.31e-06 -113.492 -37419.6 10000 -14.884 21.4715 14.884
5.32e-06 -99.5091 -37741.9 10000 -13.2412 19.0475 13.2412
5.33e-06 -87.1845 -38025.1 10000 -11.5708 16.6033 11.5708
5.34e-06 -76.5437 -38269.2 10000 -9.87647 14.1418 9.87647
5.35e-06 -67.6088 -38473.7 10000 -8.16173 11.6654 8.16173
5.36e-06 -60.3982 -38638.4 10000 -6.43022 9.1769 6.43022
5.37e-06 -54.9266 -38763.3 10000 -4.6856 6.67885 4.6856
5.38e-06 -51.2051 -38848.1 10000 -2.93151 4.17395 2.93151
5.39e-06 -49.2412 -38892.8 10000 -1.17166 1.66486 1.17166
5.4e-06 -49.0386 -38897.4 10000 0.590277 -0.845736 -0.590277
5.41e-06 -50.5973 -38861.7 10000 2.3506 -3.35516 -2.3506
5.42e-06 -53.9138 -38786 10000 4.10563 -5.86074 -4.10563
5.43e-06 -58.9806 -38670.2 10000 5.85168 -8.35981 -5.85168
5.44e-06 -65.7869 -38514.5 10000 7.58508 -10.8497 -7.58508
5.45e-06 -74.3178 -38319.1 10000 9.3022 -13.3278 -9.3022
5.46e-06 -84.5553 -38084.2 10000 10.9994 -15.7913 -10.9994
5.47e-06 -96.4773 -37810 10000 12.6731 -18.2378 -12.6731
5.48e-06 -110.058 -37496.8 10000 14.3198 -20.6646 -14.3198
5.49e-06 -125.27 -37144.9 10000 15.9359 -23.0691 -15.9359
5.5e-06 -142.079 -36754.9 10000 17.518 -25.4488 -17.518
5.51e-06 -160.45 -36326.9 10000 19.0627 -27.8011 -19.0627
5.52e-06 -180.343 -35861.7 10000 20.5666 -30.1235 -20.5666
5.53e-06 -201.716 -35359.5 10000 22.0265 -32.4136 -22.0265
5.54e-06 -224.524 -34821 10000 23.4391 -34.669 -23.4391
5.55e-06 -248.716 -34246.7 10000 24.8014 -36.8871 -24.8014
5.56e-06 -274.242 -33637.3 10000 26.1102 -39.0658 -26.1102
5.57e-06 -301.046 -32993.4 10000 27.3627 -41.2026 -27.3627
5.58e-06 -329.07 -32315.6 10000 28.5559 -43.2954 -28.5559
5.59e-06 -358.253 -31604.8 10000 29.687 -45.3418 -29.687
5.6e-06 -388.532 -30861.7 10000 30.7533 -47.3398 -30.7533
5.61e-06 -419.84 -30087.1 10000 31.7524 -49.2872 -31.7524
5.62e-06 -452.11 -29281.7 10000 32.6816 -51.182 -32.6816
5.63e-06 -485.269 -28446.6 10000 33.5387 -53.0222 -33.5387
5.64e-06 -519.244 -27582.4 10000 34.3213 -54.8059 -34.3213
5.65e-06 -553.96 -26690.3 10000 35.0275 -56.5311 -35.0275
5.66e-06 -589.339 -25771.1 10000 35.6551 -58.1961 -35.6551
5.67e-06 -625.302 -24825.7 10000 36.2022 -59.7991 -36.2022
5.68e-06 -661.767 -23855.3 10000 36.6673 -61.3384 -36.6673
5.69e-06 -698.651 -22860.8 10000 37.0485 -62.8125 -37.0485
5.7e-06 -735.869 -21843.4 10000 37.3445 -64.2198 -37.3445
5.71e-06 -773.336 -20804 10000 37.5539 -65.5588 -37.5539
5.72e-06 -810.964 -19743.8 10000 37.6755 -66.8282 -37.6755
5.73e-06 -848.665 -18663.9 10000 37.7083 -68.0266 -37.7083
5.74e-06 -886.349 -17565.4 10000 37.6512 -69.1529 -37.6512
5.75e-06 -923.927 -16449.6 10000 37.5037 -70.2058 -37.5037
5.76e-06 -961.307 -15317.6 10000 37.265 -71.1843 -37.265
5.77e-06 -998.398 -14170.6 10000 36.9347 -72.0874 -36.9347
5.78e-06 -1035.11 -13009.9 10000 36.5124 -72.9142 -36.5124
5.79e-06 -1071.35 -11836.5 10000 35.9981 -73.6639 -35.9981
5.8e-06 -1107.02 -10651.9 10000 35.3916 -74.3356 -35.3916
5.81e-06 -1142.03 -9457.2 10000 34.6932 -74.9289 -34.6932
5.82e-06 -1176.3 -8253.71 10000 33.9031 -75.443 -33.9031
5.83e-06 -1209.72 -7042.69 10000 33.0218 -75.8775 -33.0218
5.84e-06 -1242.22 -5825.43 10000 32.0499 -76.2321 -32.0499
5.85e-06 -1273.69 -4603.19 10000 30.988 -76.5063 -30.988
5.86e-06 -1304.05 -3377.28 10000 29.8373 -76.7 -29.8373
5.87e-06 -1333.22 -2148.98 10000 28.5986 -76.813 -28.5986
5.88e-06 -1361.09 -919.581 10000 27.2732 -76.8453 -27.2732
5.89e-06 -1387.6 309.625 10000 25.8626 -76.7969 -25.8626
5.9e-06 -1412.65 1537.35 10000 24.368 -76.668 -24.368
5.91e-06 -1436.15 2762.3 10000 22.7914 -76.4587 -22.7914
5.92e-06 -1458.04 3983.2 10000 21.1343 -76.1694 -21.1343
5.93e-06 -1478.23 5198.77 10000 19.3989 -75.8004 -19.3989
5.94e-06 -1496.64 6407.73 10000 17.5871 -75.3522 -17.5871
5.95e-06 -1513.19 7608.83 10000 15.7012 -74.8253 -15.7012
5.96e-06 -1527.82 8800.82 10000 13.7435 -74.2205 -13.7435
5.97e-06 -1540.46 9982.45 10000 11.7166 -73.5384 -11.7166
5.98e-06 -1551.03 11152.5 10000 9.62296 -72.7798 -9.62296
5.99e-06 -1559.47 12309.7 10000 7.46544 -71.9457 -7.46544
6e-06 -1565.72 13453 10000 5.24686 -71.0369 -5.24686
6.01e-06 -1569.72 14581 10000 2.9702 -70.0546 -2.9702
6.02e-06 -1571.41 15692.7 10000 0.638575 -68.9999 -0.638575
6.03e-06 -1570.74 16786.9 10000 -1.74482 -67.874 1.74482
6.04e-06 -1567.66 17862.4 10000 -4.17668 -66.6781 4.17668
6.05e-06 -1562.13 18918.2 10000 -6.65357 -65.4136 6.65357
6.06e-06 -1554.09 19953.2 10000 -9.17199 -64.082 9.17199
6.07e-06 -1543.52 20966.3 10000 -11.7283 -62.6847 11.7283
6.08e-06 -1530.37 21956.5 10000 -14.3189 -61.2234 14.3189
6.09e-06 -1514.61 22922.7 10000 -16.94 -59.6996 16.94
6.1e-06 -1496.21 23864.1 10000 -19.5876 -58.1151 19.5876
6.11e-06 -1475.16 24779.5 10000 -22.2579 -56.4716 22.2579
6.12e-06 -1451.42 25668.2 10000 -24.9469 -54.771 24.9469
6.13e-06 -1424.99 26529.1 10000 -27.6506 -53.0151 27.6506
6.14e-06 -1395.85 27361.5 10000 -30.3648 -51.2059 30.3648
6.15e-06 -1363.99 28164.5 10000 -33.0853 -49.3454 33.0853
6.16e-06 -1329.41 28937.3 10000 -35.808 -47.4356 35.808
6.17e-06 -1292.1 29679.1 10000 -38.5287 -45.4787 38.5287
6.18e-06 -1252.08 30389.2 10000 -41.243 -43.4769 41.243
6.19e-06 -1209.35 31066.9 10000 -43.9466 -41.4322 43.9466
6.2e-06 -1163.92 31711.5 10000 -46.6353 -39.347 46.6353
6.21e-06 -1115.82 32322.4 10000 -49.3047 -37.2235 49.3047
6.22e-06 -1065.05 32899.1 10000 -51.9504 -35.064 51.9504
6.23e-06 -1011.66 33440.8 10000 -54.5682 -32.871 54.5682
6.24e-06 -955.667 33947.2 10000 -57.1536 -30.6468 57.1536
6.25e-06 -897.109 34417.8 10000 -59.7023 -28.3939 59.7023
6.26e-06 -836.024 34852.1 10000 -62.2101 -26.1146 62.2101
6.27e-06 -772.455 35249.7 10000 -64.6727 -23.8115 64.6727
6.28e-06 -706.451 35610.2 10000 -67.0857 -21.487 67.0857
6.29e-06 -638.063 35933.4 10000 -69.445 -19.1437 69.445
6.3e-06 -567.348 36219 10000 -71.7463 -16.7841 71.7463
6.31e-06 -494.364 36466.6 10000 -73.9857 -14.4107 73.9857
6.32e-06 -419.178 36676.2 10000 -76.1588 -12.0262 76.1588
6.33e-06 -341.856 36847.6 10000 -78.2619 -9.63304 78.2619
6.34e-06 -262.472 36980.6 10000 -80.2908 -7.23382 80.2908
6.35e-06 -181.102 37075.2 10000 -82.2418 -4.83113 82.2418
6.36e-06 -97.8251 37131.4 10000 -84.111 -2.42753 84.111
6.37e-06 -12.7258 37149.1 10000 -85.8947 -0.0255996 85.8947
6.38e-06 74.1084 37128.4 10000 -87.5893 2.3721 87.5893
6.39e-06 162.587 37069.4 10000 -89.1912 4.76301 89.1912
6.4e-06 252.614 36972.2 10000 -90.6971 7.14459 90.6971
6.41e-06 344.093 36837 10000 -92.1036 9.51431 92.1036
6.42e-06 436.922 36664 10000 -93.4075 11.8697 93.4075
6.43e-06 530.998 36453.5 10000 -94.6057 14.2081 94.6057
6.44e-06 626.212 36205.7 10000 -95.6953 16.5273 95.6953
6.45e-06 722.454 35921.1 10000 -96.6733 18.8246 96.6733
6.46e-06 819.612 35599.8 10000 -97.5371 21.0978 97.5371
6.47e-06 917.57 35242.5 10000 -98.2842 23.3443 98.2842
6.48e-06 1016.21 34849.4 10000 -98.912 25.562 98.912
6.49e-06 1115.41 34421.1 10000 -99.4183 27.7483 99.4183
6.5e-06 1215.05 33958.2 10000 -99.801 29.9012 99.801
6.51e-06 1315 33461.1 10000 -100.058 32.0182 100.058
6.52e-06 1415.14 32930.4 10000 -100.188 34.0973 100.188
6.53e-06 1515.34 32366.9 10000 -100.188 36.1363 100.188
6.54e-06 1615.47 31771.1 10000 -100.058 38.133 100.058
6.55e-06 1715.39 31143.7 10000 -99.7959 40.0855 99.7959
6.56e-06 1814.98 30485.5 10000 -99.4007 41.9917 99.4007
6.57e-06 1914.1 29797.2 10000 -98.8713 43.8497 98.8713
6.58e-06 2012.62 29079.6 10000 -98.207 45.6575 98.207
6.59e-06 2110.4 28333.6 10000 -97.4071 47.4135 97.4071
6.6e-06 2207.3 27559.9 10000 -96.4711 49.1157 96.4711
6.61e-06 2303.19 26759.5 10000 -95.3988 50.7624 95.3988
6.62e-06 2397.94 25933.2 10000 -94.1901 52.3521 94.1901
6.63e-06 2491.4 25082.1 10000 -92.845 53.8832 92.845
6.64e-06 2583.44 24206.9 10000 -91.3638 55.3541 91.3638
6.65e-06 2673.93 23308.8 10000 -89.747 56.7634 89.747
6.66e-06 2762.72 22388.6 10000 -87.9952 58.1097 87.9952
6.67e-06 2849.69 21447.5 10000 -86.1092 59.3917 86.1092
6.68e-06 2934.7 20486.4 10000 -84.0901 60.6082 84.0901
6.69e-06 3017.62 19506.5 10000 -81.939 61.758 81.939
6.7e-06 3098.31 18508.7 10000 -79.6573 62.8401 79.6573
6.71e-06 3176.66 17494.3 10000 -77.2467 63.8534 77.2467
6.72e-06 3252.52 16464.2 10000 -74.7087 64.7971 74.7087
6.73e-06 3325.77 15419.7 10000 -72.0455 65.6702 72.0455
6.74e-06 3396.3 14361.8 10000 -69.2591 66.472 69.2591
6.75e-06 3463.97 13291.8 10000 -66.3517 67.2018 66.3517
6.76e-06 3528.66 12210.7 10000 -63.326 67.8591 63.326
6.77e-06 3590.27 11119.7 10000 -60.1845 68.4432 60.1845
6.78e-06 3648.67 10020 10000 -56.9301 68.9537 56.9301
6.79e-06 3703.76 8912.8 10000 -53.5657 69.3902 53.5657
6.8e-06 3755.43 7799.27 10000 -50.0946 69.7525 50.0946
6.81e-06 3803.56 6680.6 10000 -46.52 70.0404 46.52
6.82e-06 3848.07 5557.97 10000 -42.8456 70.2537 42.8456
6.83e-06 3888.85 4432.59 10000 -39.0748 70.3924 39.0748
6.84e-06 3925.81 3305.65 10000 -35.2116 70.4566 35.2116
6.85e-06 3958.85 2178.34 10000 -31.2598 70.4463 31.2598
6.86e-06 3987.9 1051.85 10000 -27.2237 70.3617 27.2237
6.87e-06 4012.87 -72.6432 10000 -23.1074 70.2032 23.1074
6.88e-06 4033.67 -1193.95 10000 -18.9153 69.9711 18.9153
6.89e-06 4050.25 -2310.9 10000 -14.652 69.6659 14.652
6.9e-06 4062.53 -3422.32 10000 -10.3221 69.288 10.3221
6.91e-06 4070.44 -4527.07 10000 -5.93033 68.8381 5.93033
6.92e-06 4073.93 -5623.98 10000 -1.48162 68.3169 1.48162
6.93e-06 4072.94 -6711.94 10000 3.01904 67.725 -3.01904
6.94e-06 4067.42 -7789.81 10000 7.56654 67.0634 -7.56654
6.95e-06 4057.33 -8856.48 10000 12.1557 66.3329 -12.1557
6.96e-06 4042.64 -9910.87 10000 16.7812 65.5346 -16.7812
6.97e-06 4023.3 -10951.9 10000 21.4377 64.6694 -21.4377
6.98e-06 3999.28 -11978.5 10000 26.1196 63.7384 -26.1196
6.99e-06 3970.58 -12989.6 10000 30.8216 62.743 -30.8216
7e-06 3937.17 -13984.3 10000 35.5378 61.6842 -35.5378
7.01e-06 3899.03 -14961.5 10000 40.2628 60.5635 -40.2628
7.02e-06 3856.17 -15920.2 10000 44.9907 59.3822 -44.9907
7.03e-06 3808.58 -16859.4 10000 49.7158 58.1418 -49.7158
7.04e-06 3756.27 -17778.4 10000 54.4323 56.8438 -54.4323
7.05e-06 3699.25 -18676 10000 59.1343 55.4897 -59.1343
7.06e-06 3637.53 -19551.5 10000 63.816 54.0811 -63.816
7.07e-06 3571.16 -20404 10000 68.4715 52.6199 -68.4715
7.08e-06 3500.14 -21232.7 10000 73.0948 51.1076 -73.0948
7.09e-06 3424.52 -22036.8 10000 77.68 49.546 -77.68
7.1e-06 3344.34 -22815.4 10000 82.2214 47.9371 -82.2214
7.11e-06 3259.64 -23567.9 10000 86.7129 46.2827 -86.7129
7.12e-06 3170.48 -24293.5 10000 91.1487 44.5846 -91.1487
7.13e-06 3076.92 -24991.6 10000 95.5229 42.8449 -95.5229
7.14e-06 2979.03 -25661.5 10000 99.8298 41.0656 -99.8298
7.15e-06 2876.86 -26302.6 10000 104.064 39.2487 -104.064
7.16e-06 2770.51 -26914.4 10000 108.218 37.3963 -108.218
7.17e-06 2660.04 -27496.2 10000 112.289 35.5105 -112.289
7.18e-06 2545.56 -28047.5 10000 116.269 33.5935 -116.269
7.19e-06 2427.14 -28567.9 10000 120.153 31.6473 -120.153
7.2e-06 2304.9 -29056.9 10000 123.937 29.6743 -123.937
7.21e-06 2178.93 -29514.2 10000 127.614 27.6766 -127.614
7.22e-06 2049.35 -29939.2 10000 131.179 25.6564 -131.179
7.23e-06 1916.26 -30331.8 10000 134.627 23.6161 -134.627
7.24e-06 1779.8 -30691.6 10000 137.953 21.5579 -137.953
7.25e-06 1640.07 -31018.3 10000 141.152 19.4841 -141.152
7.26e-06 1497.22 -31311.7 10000 144.219 17.3969 -144.219
7.27e-06 1351.38 -31571.6 10000 147.15 15.2987 -147.15
7.28e-06 1202.68 -31797.8 10000 149.94 13.1917 -149.94
7.29e-06 1051.28 -31990.3 10000 152.584 11.0784 -152.584
7.3e-06 897.31 -32148.9 10000 155.078 8.96093 -155.078
7.31e-06 740.932 -32273.6 10000 157.418 6.84166 -157.418
7.32e-06 582.3 -32364.5 10000 159.6 4.72288 -159.6
7.33e-06 421.575 -32421.4 10000 161.621 2.60689 -161.621
7.34e-06 258.921 -32444.5 10000 163.475 0.495962 -163.475
7.35e-06 94.5041 -32433.9 10000 165.161 -1.60764 -165.161
7.36e-06 -71.5042 -32389.8 10000 166.675 -3.70166 -166.675
7.37e-06 -238.93 -32312.2 10000 168.014 -5.78386 -168.014
7.38e-06 -407.597 -32201.5 10000 169.174 -7.85205 -169.174
7.39e-06 -577.324 -32057.7 10000 170.153 -9.90401 -170.153
7.4e-06 -747.93 -31881.4 10000 170.949 -11.9376 -170.949
7.41e-06 -919.23 -31672.6 10000 171.559 -13.9507 -171.559
7.42e-06 -1091.04 -31431.9 10000 171.981 -15.9411 -171.981
7.43e-06 -1263.16 -31159.5 10000 172.213 -17.9069 -172.213
7.44e-06 -1435.41 -30855.9 10000 172.254 -19.8459 -172.254
7.45e-06 -1607.6 -30521.5 10000 172.102 -21.7562 -172.102
7.46e-06 -1779.53 -30156.8 10000 171.755 -23.6358 -171.755
7.47e-06 -1951 -29762.3 10000 171.214 -25.4828 -171.214
7.48e-06 -2121.82 -29338.6 10000 170.476 -27.2952 -170.476
7.49e-06 -2291.8 -28886.2 10000 169.542 -29.0714 -169.542
7.5e-06 -2460.74 -28405.7 10000 168.411 -30.8094 -168.411
7.51e-06 -2628.43 -27897.8 10000 167.082 -32.5076 -167.082
7.52e-06 -2794.69 -27363 10000 165.557 -34.1642 -165.557
7.53e-06 -2959.32 -26802.1 10000 163.836 -35.7776 -163.836
7.54e-06 -3122.12 -26215.8 10000 161.918 -37.3463 -161.918
7.55e-06 -3282.89 -25604.8 10000 159.806 -38.8686 -159.806
7.56e-06 -3441.44 -24969.9 10000 157.499 -40.3432 -157.499
7.57e-06 -3597.58 -24311.8 10000 155 -41.7687 -155
7.58e-06 -3751.12 -23631.3 10000 152.309 -43.1436 -152.309
7.59e-06 -3901.86 -22929.3 10000 149.429 -44.4667 -149.429
7.6e-06 -4049.62 -22206.6 10000 146.362 -45.7368 -146.362
7.61e-06 -4194.2 -21464 10000 143.109 -46.9526 -143.109
7.62e-06 -4335.44 -20702.5 10000 139.674 -48.1132 -139.674
7.63e-06 -4473.14 -19922.9 10000 136.059 -49.2174 -136.059
7.64e-06 -4607.13 -19126.1 10000 132.267 -50.2643 -132.267
7.65e-06 -4737.23 -18313.1 10000 128.302 -51.2531 -128.302
7.66e-06 -4863.27 -17484.8 10000 124.165 -52.1828 -124.165
7.67e-06 -4985.08 -16642.1 10000 119.862 -53.0527 -119.862
7.68e-06 -5102.5 -15786.1 10000 115.396 -53.8621 -115.396
7.69e-06 -5215.37 -14917.6 10000 110.771 -54.6104 -110.771
7.7e-06 -5323.52 -14037.8 10000 105.991 -55.2971 -105.991
7.71e-06 -5426.81 -13147.4 10000 101.061 -55.9216 -101.061
7.72e-06 -5525.09 -12247.6 10000 95.9848 -56.4836 -95.9848
